"id","nama_desa","kecamatan_id"
"38001","SIDALANG","2807"
"38002","SIDAMUKTI","2569"
"38003","SIDAMUKTI","2998"
"38004","SIDAMULIH","2785"
"38005","SIDAMULYA","2635"
"38006","SIDAMULYA","2590"
"38007","SIDAMULYA","3111"
"38008","SIDAMULYA","2571"
"38009","SIDAMULYA","3075"
"38010","SIDAMULYO","2569"
"38011","SIDANEGARA","3070"
"38012","SIDANEGARA","2613"
"38013","SIDANEGARA","2762"
"38014","SIDAPURNA","2723"
"38015","SIDARATA","2647"
"38016","SIDAREJA","2594"
"38017","SIDAREJA","2613"
"38018","SIDAREJA","3111"
"38019","SIDARUM","2732"
"38020","SIDASARI","3031"
"38021","SIDASARI","2974"
"38022","SIDAURIP","2588"
"38023","SIDAURIP","3002"
"38024","SIDAURIP","2636"
"38025","SIDAYU","2719"
"38026","SIDAYU","2588"
"38027","SIDAYU","2791"
"38028","SIDENGOK","2880"
"38029","SIDIGEDE","2975"
"38030","SIDO MULYO","3118"
"38031","SIDO MULYO","2682"
"38032","SIDO MULYO","2967"
"38033","SIDO REJO","2972"
"38034","SIDOAGUNG","3049"
"38035","SIDOAGUNG","2865"
"38036","SIDOARUM","3011"
"38037","SIDOBUNDER","2617"
"38038","SIDODADI","2871"
"38039","SIDODADI","3061"
"38040","SIDODADI","3052"
"38041","SIDODADI","2617"
"38042","SIDOGEDE","2681"
"38043","SIDOGEDE","2656"
"38044","SIDOGEMAH","2794"
"38045","SIDOHARJO","2863"
"38046","SIDOHARJO","2809"
"38047","SIDOHARJO","2938"
"38048","SIDOHARJO","2670"
"38049","SIDOHARJO","2932"
"38050","SIDOHARJO","2963"
"38051","SIDOHARJO","2617"
"38052","SIDOHARJO","2793"
"38053","SIDOHARJO","2909"
"38054","SIDOHARJO","3117"
"38055","SIDOHARJO","3049"
"38056","SIDOHARJO","2957"
"38057","SIDOHARJO","2651"
"38058","SIDOHARJO","2757"
"38059","SIDOHARUM","2884"
"38060","SIDOKARE","2601"
"38061","SIDOKERTO","2983"
"38062","SIDOKERTO","2932"
"38063","SIDOKERTO","3027"
"38064","SIDOKUMPUL","2670"
"38065","SIDOKUMPUL","3052"
"38066","SIDOLEREN","2896"
"38067","SIDOLUHUR","2594"
"38068","SIDOLUHUR","2618"
"38069","SIDOMAKMUR","3068"
"38070","SIDOMORO","2595"
"38071","SIDOMUKTI","2594"
"38072","SIDOMUKTI","2738"
"38073","SIDOMUKTI","2903"
"38074","SIDOMUKTI","2618"
"38075","SIDOMUKTI","2609"
"38076","SIDOMUKTI","2778"
"38077","SIDOMUKTI","2774"
"38078","SIDOMUKTI","2994"
"38079","SIDOMUKTI","3009"
"38080","SIDOMULYO","2594"
"38081","SIDOMULYO","2814"
"38082","SIDOMULYO","2643"
"38083","SIDOMULYO","2605"
"38084","SIDOMULYO","2848"
"38085","SIDOMULYO","2966"
"38086","SIDOMULYO","2707"
"38087","SIDOMULYO","2690"
"38088","SIDOMULYO","2829"
"38089","SIDOMULYO","2715"
"38090","SIDOMULYO","3011"
"38091","SIDOMULYO","2995"
"38092","SIDOMULYO","2627"
"38093","SIDOMULYO","3021"
"38094","SIDOMULYO","2981"
"38095","SIDOMULYO","2800"
"38096","SIDOMULYO","2600"
"38097","SIDOMULYO","2603"
"38098","SIDOMULYO","2779"
"38099","SIDOMULYO","3025"
"38100","SIDOMULYO","2952"
"38101","SIDOMULYO","2883"
"38102","SIDOMULYO","2766"
"38103","SIDOREJO KIDUL","3093"
"38104","SIDOREJO LOR","2945"
"38105","SIDOREJO","2730"
"38106","SIDOREJO","2895"
"38107","SIDOREJO","2943"
