"id","nama_desa","kecamatan_id"
"22001","CEMPAKA DALEM (CEMPAKA DALAM)","1594"
"22002","CEMPAKA JAYA","1594"
"22003","CEMPAKA NUBAN","1704"
"22004","CEMPAKA PUTIH","1675"
"22005","CEMPAKA TIMUR","1717"
"22006","CEMPAKA","1717"
"22007","CEMPEDAK","1688"
"22008","CERINGIN SARI","1657"
"22009","CIAMIS","1631"
"22010","CIHERANG","1645"
"22011","CILIMUS","1657"
"22012","CIMANUK","1653"
"22013","CIMARIAS","1634"
"22014","CINTAMULYA","1663"
"22015","CIPADANG","1595"
"22016","CIPTA MULYA","1722"
"22017","CIPTA WARAS","1723"
"22018","COMOK SINAR JAYA","1718"
"22019","CUGAH","1598"
"22020","CUGUNG","1629"
"22021","CURUP GURUH KAGUNGAN","1580"
"22022","CURUP PATAH","1654"
"22023","DADAPAN","1586"
"22024","DADIMULYO","1620"
"22025","DADIREJO","1620"
"22026","DADISARI","1620"
"22027","DARUSSALAM","1645"
"22028","DATAR BANCONG","1695"
"22029","DATAR LEBUAY","1576"
"22030","DATARAJAN","1574"
"22031","DAYA ASRI","1724"
"22032","DAYA MURNI","1724"
"22033","DAYA SAKTI","1724"
"22034","DENTE MAKMUR","1691"
"22035","DEPOK REJO","1568"
"22036","DHARMA AGUNG MATARAM","1642"
"22037","DONO ARUM","1706"
"22038","DONO MULYO","1585"
"22039","DONOMULYO","1713"
"22040","DURIAN PAYUNG","1725"
"22041","DURIAN","1657"
"22042","DWI KARYA MUSTIKA","1726"
"22043","DWI MULYO","1687"
"22044","DWI WARGA TUNGGAL JAYA","1644"
"22045","DWIKORA","1694"
"22046","EKA MULYA","1726"
"22047","ENDANG REJO","1706"
"22048","ENGGAL REJO","1564"
"22049","ENGGAL","1727"
"22050","FAJAR AGUNG BARAT","1701"
"22051","FAJAR AGUNG","1674"
"22052","FAJAR ASRI","1563"
"22053","FAJAR ASRI","1706"
"22054","FAJAR BARU","1646"
"22055","FAJAR BARU","1728"
"22056","FAJAR BARU","1563"
"22057","FAJAR BULAN (PAJAR BULAN)","1635"
