"id","nama_desa","kecamatan_id"
"32001","BUARAN","2733"
"32002","BUARAN","2824"
"32003","BUAYAN","2582"
"32004","BUBAK","2947"
"32005","BUBAKAN","2983"
"32006","BUBAKAN","2984"
"32007","BUBUTAN","2793"
"32008","BUCU","2696"
"32009","BUGANGAN","2985"
"32010","BUGANGAN / BUNGANGAN","2597"
"32011","BUGANGIN","2695"
"32012","BUGEL","2652"
"32013","BUGEL","2608"
"32014","BUGEL","2986"
"32015","BUGEL","2667"
"32016","BUGEL","2945"
"32017","BUGELAN","2987"
"32018","BUGISAN","2971"
"32019","BUGO","2975"
"32020","BUKATEJA","2678"
"32021","BUKATEJA","2661"
"32022","BUKO","2642"
"32023","BUKUR","2640"
"32024","BUKURAN","2710"
"32025","BULAK PELEM","2988"
"32026","BULAK","2989"
"32027","BULAKAMBA","2759"
"32028","BULAKAN","2646"
"32029","BULAKAN","2798"
"32030","BULAKBARU","2986"
"32031","BULAKELOR","2840"
"32032","BULAKPACING","2946"
"32033","BULAKPAREN","2759"
"32034","BULAKREJO","2798"
"32035","BULAKSARI","2803"
"32036","BULAKSARI","2988"
"32037","BULAKWARU","2978"
"32038","BULAN","2658"
"32039","BULAN","2907"
"32040","BULOH","2662"
"32041","BULU LOR","2721"
"32042","BULU","2705"
"32043","BULU","2990"
"32044","BULU","2991"
"32045","BULU","2799"
"32046","BULU","2724"
"32047","BULU","2992"
"32048","BULU","2667"
"32049","BULUGEDE","2763"
"32050","BULUKERTO","2993"
"32051","BULUMANIS KIDUL","2994"
"32052","BULUMANIS LOR","2994"
"32053","BULUMULYO","2858"
"32054","BULUNG KULON","2995"
"32055","BULUNGAN","2996"
"32056","BULUNGAN","2894"
"32057","BULUNGCANGKRING","2995"
"32058","BULUPAYUNG","2997"
"32059","BULUPAYUNG","2998"
"32060","BULUREJO","2615"
"32061","BULUREJO","2993"
"32062","BULUREJO","2999"
"32063","BULUREJO","3000"
"32064","BULUREJO","2960"
"32065","BULUREJO","2783"
"32066","BULUREJO","2877"
"32067","BULUROTO","2643"
"32068","BULUS","2896"
"32069","BULUSAN","2628"
"32070","BULUSAN","3001"
"32071","BULUSARI","2759"
"32072","BULUSARI","3002"
"32073","BULUSARI","2794"
"32074","BULUSARI","3003"
"32075","BULUSPESANTREN","2595"
"32076","BULUSTALAN","2844"
"32077","BULUSULUR","3004"
"32078","BUMEN","3005"
"32079","BUMI","3006"
"32080","BUMIAGUNG","3007"
"32081","BUMIAJI","3008"
"32082","BUMIAYU","2578"
"32083","BUMIAYU","2704"
"32084","BUMIAYU","2658"
"32085","BUMIAYU","2757"
"32086","BUMIAYU","3009"
"32087","BUMIHARJA","2978"
"32088","BUMIHARJO","2923"
"32089","BUMIHARJO","2999"
"32090","BUMIHARJO","2670"
"32091","BUMIHARJO","3010"
"32092","BUMIHARJO","2689"
"32093","BUMIHARJO","2893"
"32094","BUMIHARJO","2877"
"32095","BUMIHARJO","2942"
"32096","BUMIJAWA","2851"
"32097","BUMIMULYO","2858"
"32098","BUMIREJA","2762"
"32099","BUMIREJO","2586"
"32100","BUMIREJO","2576"
"32101","BUMIREJO","2972"
"32102","BUMIREJO","2568"
"32103","BUMIREJO","2649"
"32104","BUMIREJO","2607"
"32105","BUMIREJO","2596"
"32106","BUMIREJO","2890"
"32107","BUMIREJO","2617"
"32108","BUMIREJO","2599"
"32109","BUMIRESO","2961"
"32110","BUMIROSO","2819"
"32111","BUMISARI","2768"
"32112","BUMITIRTO","2583"
"32113","BUNDERAN","2967"
"32114","BUNGASREJO","3011"
"32115","BUNGKANEL","2780"
"32116","BUNGO","2642"
"32117","BUNGU","2733"
"32118","BUNIAYU","3012"
"32119","BUNIWAH","2852"
"32120","BUNIWAH","2861"
"32121","BUNTALAN","2838"
"32122","BUNTAR","3013"
"32123","BUNTON","2574"
"32124","BUNTU","3014"
"32125","BUNTU","2625"
"32126","BURAN","3015"
"32127","BURAT","2904"
"32128","BURIKAN","2676"
"32129","BURIKAN","2839"
"32130","BUTUH KIDUL","2968"
"32131","BUTUH","2605"
"32132","BUTUH","2968"
"32133","BUTUH","2970"
"32134","BUTUH","2826"
"32135","BUTUH","2833"
"32136","BUTUH","2843"
"32137","BUTUHAN","2707"
"32138","CABAK","2755"
"32139","CABAK","3016"
"32140","CABAWAN","3017"
"32141","CABEAN KUNTI","2672"
"32142","CABEAN","2990"
"32143","CABEAN","2754"
"32144","CABEAN","2956"
"32145","CABEYAN (CABEAN)","2699"
"32146","CABEYAN","2895"
"32147","CABLIKAN","2572"
"32148","CACABAN KIDUL","2903"
"32149","CACABAN LOR","2903"
"32150","CACABAN","3018"
"32151","CACABAN","2823"
"32152","CAMPAKOAH","2926"
"32153","CAMPURANOM","2692"
"32154","CAMPUREJO","2776"
"32155","CAMPUREJO","2902"
"32156","CAMPURSALAM","2657"
"32157","CAMPURSARI","2799"
"32158","CAMPURSARI","3014"
"32159","CAMPURSARI","2792"
"32160","CANAN","2928"
"32161","CANDEN","2629"
"32162","CANDI REJO","3019"
"32163","CANDI WULAN","2569"
"32164","CANDI","2814"
"32165","CANDI","2719"
"32166","CANDI","2738"
"32167","CANDI","3020"
"32168","CANDI","3021"
"32169","CANDI","2624"
"32170","CANDI","2583"
"32171","CANDI","2870"
"32172","CANDIARENG","2797"
"32173","CANDIGARON","3005"
"32174","CANDIGATAK","2672"
"32175","CANDIGUGUR","2863"
"32176","CANDIMULYA","2740"
"32177","CANDIMULYO","2848"
"32178","CANDIMULYO","2568"
"32179","CANDIMULYO","2767"
"32180","CANDIMULYO","2952"
"32181","CANDINATA","3022"
"32182","CANDINEGARA","2771"
"32183","CANDINGASINAN","2659"
"32184","CANDIREJO","2863"
"32185","CANDIREJO","2923"
"32186","CANDIREJO","2607"
"32187","CANDIREJO","3023"
"32188","CANDIREJO","3024"
"32189","CANDIREJO","2722"
"32190","CANDIRENGGO","2615"
"32191","CANDIRETNO","3025"
"32192","CANDIROTO","2809"
"32193","CANDIROTO","2695"
"32194","CANDISARI","2814"
"32195","CANDISARI","2692"
"32196","CANDISARI","2659"
"32197","CANDISARI","2744"
"32198","CANDISARI","3026"
"32199","CANDISARI","3025"
"32200","CANDISARI","2691"
