"id","nama_desa","kecamatan_id"
"8001","HORISON RANGGIGIT","354"
"8002","HORSIK","674"
"8003","HORUAN","365"
"8004","HOTANG SASA","323"
"8005","HOU","478"
"8006","HOYA","671"
"8007","HUDOPA NAULI","675"
"8008","HULIM","302"
"8009","HULU (KAMPUNG HULU)","542"
"8010","HUMBANG I","533"
"8011","HUME","424"
"8012","HUMENE SIHENEASI","606"
"8013","HUMENE","437"
"8014","HUNO (HINO)","670"
"8015","HURABA II","313"
"8016","HURABA","553"
"8017","HURABA","337"
"8018","HURABA","313"
"8019","HURASE  /  HURARE","319"
"8020","HURISTAK","593"
"8021","HURLANG MUARA NAULI","675"
"8022","HURUNG JILOK","365"
"8023","HUSOR TOLANG (UNSOR TOLAN)","547"
"8024","HUTA BAGASAN","505"
"8025","HUTA BANGUN JAE","515"
"8026","HUTA BANGUN","515"
"8027","HUTA BANGUN","338"
"8028","HUTA BARA","302"
"8029","HUTA BARANGAN","418"
"8030","HUTA BARAT","676"
"8031","HUTA BARAT","664"
"8032","HUTA BARGOT DOLOK","523"
"8033","HUTA BARGOT LOMBANG","523"
"8034","HUTA BARGOT NAULI","523"
"8035","HUTA BARGOT SETIA","523"
"8036","HUTA BARGOT","308"
"8037","HUTA BARGOT","302"
"8038","HUTA BARINGIN TB","547"
"8039","HUTA BARINGIN","539"
"8040","HUTA BARINGIN","522"
"8041","HUTA BARINGIN","313"
"8042","HUTA BARINGIN","355"
"8043","HUTA BARU NANGKA","479"
"8044","HUTA BARU SIL","322"
"8045","HUTA BARU SIP","322"
"8046","HUTA BARU SIUNDOL","302"
"8047","HUTA BARU SOSOPAN","302"
"8048","HUTA BARU","332"
"8049","HUTA BARU","362"
"8050","HUTA BARU","355"
"8051","HUTA BAYU","464"
"8052","HUTA BOLON","348"
"8053","HUTA BULU MEJAN","307"
"8054","HUTA DAME","307"
"8055","HUTA DAME","586"
"8056","HUTA DANGKA","547"
"8057","HUTA DOLOK (LATONG)","331"
"8058","HUTA DURIAN","498"
"8059","HUTA GALUH","490"
"8060","HUTA GAMBIR","677"
"8061","HUTA GINJANG","553"
"8062","HUTA GINJANG","678"
"8063","HUTA GINJANG","428"
"8064","HUTA GINJANG","653"
"8065","HUTA GINJANG","360"
"8066","HUTA GINJANG","402"
"8067","HUTA GODANG MUDA","313"
"8068","HUTA GODANG","346"
"8069","HUTA GODANG","550"
"8070","HUTA GODANG","389"
"8071","HUTA GURGUR I","627"
"8072","HUTA GURGUR II","627"
"8073","HUTA GURGUR","334"
"8074","HUTA GURGUR","360"
"8075","HUTA HOLBUNG  /  HOLDUNG","319"
"8076","HUTA HOMBANG","359"
"8077","HUTA HOTANG","666"
"8078","HUTA IBUS","331"
"8079","HUTA IMBARU GIL","322"
"8080","HUTA IMBARU SIMUNDOL","326"
"8081","HUTA IMBARU","563"
"8082","HUTA IMBARU","292"
"8083","HUTA IMBARU","365"
"8084","HUTA JULU","677"
"8085","HUTA JULU","344"
"8086","HUTA KOJE PIJOR KOLING","654"
"8087","HUTA LAMBUNG","551"
"8088","HUTA LANCAT","677"
"8089","HUTA LIMBONG","654"
"8090","HUTA LOBU","320"
"8091","HUTA LOMBANG LUBIS","291"
"8092","HUTA LOMBANG","331"
"8093","HUTA LOMBANG","305"
"8094","HUTA LOMBANG","654"
"8095","HUTA LOMBANG","664"
"8096","HUTA LONTUNG","428"
"8097","HUTA NABOLON","309"
"8098","HUTA NAGODANG","428"
"8099","HUTA NAGODANG","602"
"8100","HUTA NAMORA","307"
"8101","HUTA NAMORA","348"
"8102","HUTA NAMORA","627"
"8103","HUTA NAULI","426"
"8104","HUTA NAULI","522"
"8105","HUTA NOPAN","331"
"8106","HUTA PADANG SM","547"
"8107","HUTA PADANG UP","389"
"8108","HUTA PADANG","505"
"8109","HUTA PADANG","319"
"8110","HUTA PADANG","679"
"8111","HUTA PADANG","654"
"8112","HUTA PADANG","677"
"8113","HUTA PARDOMUAN","298"
"8114","HUTA PARIK","314"
"8115","HUTA PASIR ULAK TANO","593"
"8116","HUTA PASIR","355"
"8117","HUTA PAUNG UTARA","344"
"8118","HUTA PAUNG","344"
"8119","HUTA POHAN","359"
"8120","HUTA PULI","547"
"8121","HUTA PULI","313"
"8122","HUTA PUNGKUT JAE","547"
"8123","HUTA PUNGKUT JULU","547"
"8124","HUTA PUNGKUT TONGA","547"
"8125","HUTA RAJA HASUNDUTAN","680"
"8126","HUTA RAJA LAMA","365"
"8127","HUTA RAJA TINGGI","390"
"8128","HUTA RAJA","493"
"8129","HUTA RAJA","673"
"8130","HUTA RAJA","522"
"8131","HUTA RAJA","313"
"8132","HUTA RAJA","355"
"8133","HUTA RAJA","680"
"8134","HUTA RAKJAT","549"
"8135","HUTA RAO","341"
"8136","HUTA RIHIT","681"
"8137","HUTA RIMBARU GB","338"
"8138","HUTA RIMBARU SM","547"
"8139","HUTA RIMBARU UP (HUTAIMBARU)","389"
"8140","HUTA RUHOM","357"
"8141","HUTA SAING","570"
"8142","HUTA SUHUT I","303"
"8143","HUTA TINGGI","348"
"8144","HUTA TINGGI","338"
"8145","HUTA TOMBAK","538"
"8146","HUTA TONGA AB","417"
"8147","HUTA TONGA BB","539"
"8148","HUTA TONGA TONGA","418"
"8149","HUTA TONGA","332"
"8150","HUTA TONGA","319"
"8151","HUTA TORAS","677"
"8152","HUTABAGASAN","334"
"8153","HUTABALANG","325"
"8154","HUTABARGOT SIMALANG","586"
"8155","HUTABARINGIN JULU","664"
"8156","HUTABARU","346"
"8157","HUTABULU","463"
"8158","HUTADIPAR","499"
"8159","HUTAGALUNG SIWALUOMPU","358"
"8160","HUTAGAOL PEATALUN (PEATALUM)","307"
"8161","HUTAGAOL SIHUJUR","627"
"8162","HUTAGINJANG","565"
"8163","HUTAGURGUR","367"
"8164","HUTAGURGUR","415"
"8165","HUTAIMBARU II","305"
"8166","HUTAIMBARU","479"
"8167","HUTAIMBARU","679"
"8168","HUTAJULU PARBALIK / PURBALIK","354"
"8169","HUTAJULU","316"
"8170","HUTAJULU","354"
"8171","HUTANAINGKAN","586"
"8172","HUTANAMALE","664"
"8173","HUTANAMORA","343"
"8174","HUTANOPAN","362"
"8175","HUTANOPAN","479"
"8176","HUTAPEA BANUAREA","358"
"8177","HUTARAJA HUTAJULU","350"
"8178","HUTARAJA","334"
"8179","HUTARAJA","327"
"8180","HUTARIMBARU","430"
"8181","HUTARIMBARU","523"
"8182","HUTARIMBARU","350"
"8183","HUTASOIT II","600"
"8184","HUTASOIT","600"
"8185","HUTATINGGI","354"
"8186","HUTATINGGI","664"
"8187","HUTATORUAN I","358"
"8188","HUTATORUAN III","358"
"8189","HUTATORUAN IV","358"
"8190","HUTATORUAN IX","358"
"8191","HUTATORUAN V","358"
"8192","HUTATORUAN VI","358"
"8193","HUTATORUAN VII","358"
"8194","HUTATORUAN VIII","358"
"8195","HUTATORUAN X","358"
"8196","HUTATORUAN XI","358"
"8197","HUTATUA","354"
"8198","HUTAURUK HASUNDUTAN (HUTARAJA SIMANUNGKALIT)","680"
"8199","HUTAURUK","680"
"8200","HUTAURUK","358"
"8201","IDALA JAYA","576"
"8202","IDANOTAE","437"
"8203","ILIR","573"
"8204","IMANA","486"
"8205","INDRA KASIH","508"
"8206","INDRA SAKTI","682"
"8207","INDRA YAMAN","521"
"8208","INDRAPURA KOTA","427"
"8209","INDRASAKTI","427"
"8210","INGUL JAE","327"
"8211","IODANO","670"
"8212","IPAR BONDAR","291"
"8213","IRANO LASE (IRAONO LASE)","640"
"8214","IRAONO GAMBO","632"
"8215","IRAONO LASE","371"
"8216","IRAONOGAILA","579"
"8217","IRAONOGEBA","573"
"8218","IRAONOGEBA","641"
"8219","IRIANI GAMBO","632"
"8220","JABA","556"
"8221","JABI-JABI","355"
"8222","JAGO JAGO","325"
"8223","JAHARUM A","495"
"8224","JAHARUM B","495"
"8225","JAMBU TONANG","355"
"8226","JAMBU","461"
"8227","JAMBUR BATU","322"
"8228","JAMBUR INDONESIA","683"
"8229","JAMBUR NAULI","358"
"8230","JAMBUR PADANG MATINGGI","586"
"8231","JAMBUR PULAU","297"
"8232","JANDI (JANDI MERIAH)","560"
"8233","JANDI MERIAH","660"
"8234","JANGGA DOLOK","343"
"8235","JANGGA TORUAN","343"
"8236","JANGGIR LETO","452"
"8237","JANJI HUTANAPA","540"
"8238","JANJI LOBI LIMA","331"
"8239","JANJI LOBI","430"
"8240","JANJI MANAHAN GUL","322"
"8241","JANJI MANAHAN SIL","322"
"8242","JANJI MANAHAN","357"
"8243","JANJI MANAHAN","551"
"8244","JANJI MANAON","319"
"8245","JANJI MARIA","308"
"8246","JANJI MARIA","367"
"8247","JANJI MARIA","684"
"8248","JANJI MARTAHAN","635"
"8249","JANJI MATOGU SIM","355"
"8250","JANJI MATOGU UR","357"
"8251","JANJI MATOGU","515"
"8252","JANJI MATOGU","322"
"8253","JANJI MATOGU","331"
"8254","JANJI MATOGU","666"
"8255","JANJI MATOGU","676"
"8256","JANJI MATOGU","323"
"8257","JANJI MAULI BARINGIN","298"
"8258","JANJI MAULI MT","319"
"8259","JANJI MAULI","551"
"8260","JANJI MAULI","303"
"8261","JANJI NAGODANG","316"
"8262","JANJI NAULI","602"
"8263","JANJI RAJA","357"
"8264","JANJI RAJA","618"
"8265","JANJI RAJA","365"
"8266","JANJI","496"
"8267","JANJI","334"
"8268","JANJI","683"
"8269","JANJIMANAHAN GNT","326"
"8270","JAPINULIK","479"
"8271","JARANGUDA","626"
"8272","JARING HALUS","625"
"8273","JATI BARU (SIDOARJO I)","492"
"8274","JATI KARYA","622"
"8275","JATI KUSUMA (KESUMA)","556"
"8276","JATI MAKMUR","622"
"8277","JATI MULIA","443"
"8278","JATI MULYO","584"
"8279","JATI NEGARA","622"
"8280","JATI REJO","492"
"8281","JATI SARI","528"
"8282","JATI UTOMO","622"
"8283","JATI","436"
"8284","JAWA BARU","464"
"8285","JAWA MARAJA","455"
"8286","JAWA TONGAH II","604"
"8287","JAWA TONGAH","604"
"8288","JEKE","487"
"8289","JENTERA STABAT","590"
"8290","JERAYA","580"
"8291","JINABUN","409"
"8292","JONGGI MANULUS","527"
"8293","JONGGI NIHUTA","343"
"8294","JORING LOMBANG","559"
"8295","JORING NATOBANG","559"
"8296","JORLANG HATARAN","451"
"8297","JORLANG HULUAN","500"
"8298","JUHAR (KAMPUNG JUHAR)","511"
"8299","JUHAR BARU","495"
"8300","JUHAR GINTING SADANIOGA","560"
"8301","JUHAR GINTING","560"
"8302","JUHAR PERANGIN-ANGIN","560"
"8303","JUHAR TARIGAN","560"
"8304","JUMA GERAT","588"
"8305","JUMA SIULOK","292"
"8306","JUMA TEGUH","292"
"8307","JUMA / JUMMA TOMBAK","661"
"8308","JUMANTUANG","292"
"8309","KABAN TENGAH","489"
"8310","KABAN","657"
"8311","KABANTUA","503"
"8312","KACARIBU","657"
"8313","KACINAMBUN","386"
"8314","KAFO KAFO","486"
"8315","KAHEAN","462"
"8316","KAHEAN","514"
"8317","KALANG SIMBARA","549"
"8318","KALANG","549"
"8319","KALANGAN","361"
"8320","KALEMBAK","369"
"8321","KAMPUNG BARU","496"
"8322","KAMPUNG BARU","312"
"8323","KAMPUNG BARU","436"
"8324","KAMPUNG BARU","586"
"8325","KAMPUNG BILAH","685"
"8326","KAMPUNG DALAM","512"
"8327","KAMPUNG DALAM","657"
"8328","KAMPUNG KAPAS I","526"
"8329","KAMPUNG KAPAS II","383"
"8330","KAMPUNG KAPAS","526"
"8331","KAMPUNG KELAPA","427"
"8332","KAMPUNG KRISTEN","498"
"8333","KAMPUNG LALANG","669"
"8334","KAMPUNG LALANG","443"
"8335","KAMPUNG LALANG","314"
"8336","KAMPUNG LAMA","610"
"8337","KAMPUNG MESJID","686"
"8338","KAMPUNG MUDIK","310"
"8339","KAMPUNG PADANG","687"
"8340","KAMPUNG PADANG","291"
"8341","KAMPUNG PAJAK","330"
"8342","KAMPUNG PINANG","504"
"8343","KAMPUNG SAWAH","480"
"8344","KAMPUNG SOLOK","310"
"8345","KAMPUNG YAMAN","293"
"8346","KANDANGAN","501"
"8347","KANDANGAN","609"
"8348","KANDIBATA","657"
"8349","KANTIN","548"
"8350","KAPAL MERAH","443"
"8351","KAPERAS","688"
"8352","KAPIAS BATU VIII","432"
"8353","KAPIAS PULAU BUAYA","591"
"8354","KARANG ANYAR","425"
"8355","KARANG ANYAR","584"
"8356","KARANG ANYAR","625"
"8357","KARANG ANYER","499"
"8358","KARANG ANYER","648"
"8359","KARANG ANYER / ANYAR","326"
"8360","KARANG AYER (ANYAR)","329"
"8361","KARANG BANGUN","633"
"8362","KARANG BARU","521"
"8363","KARANG BEROMBAK","651"
"8364","KARANG GADING","668"
"8365","KARANG GADING","625"
"8366","KARANG REJO","499"
"8367","KARANG REJO","422"
"8368","KARANG SARI","499"
"8369","KARANG TENGAH","460"
"8370","KARING","529"
"8371","KARO","349"
"8372","KARTINI","587"
"8373","KARTINI","351"
"8374","KARYA AMBALUTU","399"
"8375","KARYA JADI","552"
"8376","KARYA JAYA","689"
"8377","KARYA MAJU","469"
"8378","KARYA","403"
"8379","KARYA","682"
"8380","KASINDIR","451"
"8381","KAYU BESAR","511"
"8382","KAYU JATI","291"
"8383","KAYU LAUT","350"
"8384","KAYU OMBUN","548"
"8385","KEBAYAKEN","581"
"8386","KEBUN BALOK","590"
"8387","KEBUN KELAPA","625"
"8388","KEBUN LADA","622"
"8389","KEBUN LADA","543"
"8390","KEBUN PISANG","325"
"8391","KEBUN SAYUR BAH BUTONG","401"
"8392","KEBUN SAYUR","434"
"8393","KECUPAK I","421"
"8394","KECUPAK II","421"
"8395","KEDAI DAMAR","461"
"8396","KEDAI DURIAN","630"
"8397","KEDAI DURIAN","649"
"8398","KEDAI GEDANG","310"
"8399","KEDAI LEDANG","648"
"8400","KELAMBIR","447"
"8401","KELANTAN","690"
"8402","KELAPA BAJOHOR / BAJOHOM","460"
"8403","KELAPA SATU","495"
"8404","KELAPA SEBATANG","377"
"8405","KEM KEM","568"
"8406","KEMENANGAN TANI","691"
"8407","KEMPAWA","662"
"8408","KENANGAN BARU","411"
"8409","KENANGAN","411"
"8410","KENDIT LIANG","557"
"8411","KENTARA","614"
"8412","KEPALA SUNGAI","625"
"8413","KERAMAT GAJAH","495"
"8414","KERAMAT KUBAH","692"
"8415","KERAPUH","426"
"8416","KERASAAN I","501"
"8417","KERASAAN II","501"
"8418","KERIAHEN","560"
"8419","KESATUAN","297"
"8420","KESAWAN","651"
"8421","KETANGKUHEN","488"
"8422","KETAREN","657"
"8423","KETAWAREN","560"
"8424","KIDUPEN","560"
"8425","KILANG PAPAN","303"
"8426","KINALI","310"
"8427","KINANGKONG","615"
"8428","KINEPPEN","503"
"8429","KISARAN BARAT","619"
"8430","KISARAN BARU","619"
"8431","KISARAN KOTA","619"
"8432","KISARAN NAGA","648"
"8433","KISARAN TIMUR","648"
"8434","KLAMBIR LIMA KAMPUNG","613"
"8435","KLAMBIR LIMA KEBON","613"
"8436","KLAMBIR","613"
"8437","KLUMPANG KAMPUNG","613"
"8438","KLUMPANG KEBON","613"
"8439","KODON-KODON","387"
"8440","KOENDRAFO","605"
"8441","KOLAM","411"
"8442","KOLANG NAULI","675"
"8443","KORAJIM","369"
"8444","KOSIK PUTIH","355"
"8445","KOTA BANGUN","693"
"8446","KOTA BARINGIN (BERINGIN)","694"
"8447","KOTA DATAR","613"
"8448","KOTA GALUH","297"
"8449","KOTA MATSUM I","695"
"8450","KOTA MATSUM II","695"
"8451","KOTA MATSUM III","696"
