"id","nama_desa","kecamatan_id"
"66001","ABBANUANGE","5471"
"66002","ABBANUANGE","5472"
"66003","ABBATIRENG","5473"
"66004","ABBOKONGENG","5474"
"66005","ABBUMPUNGENG","5475"
"66006","ABBUMPUNGENG","5476"
"66007","ADATONGENG","5477"
"66008","AENG BATU-BATU","5478"
"66009","AENG TOWA","5478"
"66010","AJAKKANG","5479"
"66011","AJALLASSE","5480"
"66012","AJANG LALENG","5481"
"66013","AJANG PULU","5482"
"66014","AJANGPULU","5475"
"66015","AJJALIRENG","5483"
"66016","AJUBISSUE","5484"
"66017","AJURAJA","5485"
"66018","AKA-AKAE","5486"
"66019","AKKAJENG","5487"
"66020","AKKOTENGENG","5487"
"66021","ALAM BUANA","5488"
"66022","ALATENGAE","5489"
"66023","ALAUSALO","5473"
"66024","ALENANGKA","5490"
"66025","ALESILURUNGE","5468"
"66026","ALESIPITTO","5491"
"66027","ALEWADENG","5487"
"66028","ALEWANUAE","5492"
"66029","ALITTA","5493"
"66030","ALLAERE","5494"
"66031","ALLAKUANG","5495"
"66032","ALLAMUNGENG PATUE","5496"
"66033","ALLEPOLEA","5497"
"66034","ALLESALEWOE","5498"
"66035","ALLIRITENGAE","5477"
"66036","ALLU TAROANG","5499"
"66037","ALUPPANG","5485"
"66038","AMALI RIATTANG","5481"
"66039","AMASSANGAN","5500"
"66040","AMASSANGANG","5501"
"66041","AMESSANGENG","5496"
"66042","AMPANG BATU (APPANG)","5502"
"66043","AMPARITA","5503"
"66044","AMPEKALE","5504"
"66045","ANABANNAE","5484"
"66046","ANABANUA","5505"
"66047","ANABANUA","5471"
"66048","ANCU","5476"
"66049","ANDULAN","5506"
"66050","ANGIN ANGIN","5507"
"66051","ANGKUE  /  ANGKU","5476"
"66052","ANRANG","5508"
"66053","ANRIHUA","5509"
"66054","ANRONG APPAKA","5510"
"66055","ANTANG","5511"
"66056","APALA","5512"
"66057","APPANANG","5513"
"66058","APPATANAH","5514"
"66059","ARA","5515"
"66060","ARABIKA","5516"
"66061","ARAJANG","5473"
"66062","ARALLAE","5517"
"66063","ARASOE","5475"
"66064","ARATENG","5503"
"66065","ARAWA","5518"
"66066","ARGOMULYO","5519"
"66067","ARIANG","5520"
"66068","ARUNGKEKE PALLANTIKANG","5521"
"66069","ARUNGKEKE","5521"
"66070","ARUSU","5522"
"66071","ASANA","5523"
"66072","ASKA","5490"
"66073","ASSORAJANG","5524"
"66074","ASSORAJANGE","5487"
"66075","ASULI","5525"
"66076","ATAKKAE","5526"
"66077","ATTANG SALO","5491"
"66078","ATTANG SALO","5527"
"66079","ATUE","5528"
"66080","AWAK KAWASIK","5529"
