"id","nama_desa","kecamatan_id"
"46001","PUNGGUL","3762"
"46002","PUNGGUL","3457"
"46003","PUNGGULREJO","3502"
"46004","PUNGGUR","3765"
"46005","PUNGPUNGAN","3683"
"46006","PUNJUL","3316"
"46007","PUNJUL","3684"
"46008","PUNJUNG","3518"
"46009","PUNTEN","3701"
"46010","PUNTUKDORO","3665"
"46011","PUNUNG","3667"
"46012","PUPUS","3777"
"46013","PUPUS","3819"
"46014","PURBOSUMAN","3488"
"46015","PURI","3415"
"46016","PURISEMANDING","3478"
"46017","PURNAMA","3860"
"46018","PUROREJO","3704"
"46019","PURU","3794"
"46020","PURUT","3673"
"46021","PURUTREJO","3864"
"46022","PURWANTORO","3296"
"46023","PURWOAGUNG","3852"
"46024","PURWOASRI","3358"
"46025","PURWOASRI","3518"
"46026","PURWOASRI","3605"
"46027","PURWOASRI","3283"
"46028","PURWOASRI","3783"
"46029","PURWOASRI","3852"
"46030","PURWODADI","3480"
"46031","PURWODADI","3296"
"46032","PURWODADI","3517"
"46033","PURWODADI","3791"
"46034","PURWODADI","3505"
"46035","PURWODADI","3605"
"46036","PURWODADI","3724"
"46037","PURWODADI","3576"
"46038","PURWODADI","3309"
"46039","PURWODADI","3270"
"46040","PURWOHARJO","3291"
"46041","PURWOHARJO","3703"
"46042","PURWOJATI","3450"
"46043","PURWOKERTO","3337"
"46044","PURWOKERTO","3730"
"46045","PURWOKERTO","3352"
"46046","PURWOREJO","3361"
"46047","PURWOREJO","3517"
"46048","PURWOREJO","3429"
"46049","PURWOREJO","3599"
"46050","PURWOREJO","3646"
"46051","PURWOREJO","3510"
"46052","PURWOREJO","3771"
"46053","PURWOREJO","3399"
"46054","PURWOREJO","3300"
"46055","PURWOREJO","3519"
"46056","PURWOREJO","3698"
"46057","PURWOREJO","3413"
"46058","PURWOREJO","3864"
"46059","PURWOREJO","3622"
"46060","PURWOREJO","3288"
"46061","PURWOREJO","3874"
"46062","PURWOSARI","3315"
"46063","PURWOSARI","3460"
"46064","PURWOSARI","3565"
"46065","PURWOSARI","3765"
"46066","PURWOSARI","3379"
"46067","PURWOSARI","3443"
"46068","PURWOSEKAR","3826"
"46069","PURWOSONO","3820"
"46070","PURWOTENGAH","3418"
"46071","PURWOTENGAH","3755"
"46072","PUSPAN","3678"
"46073","PUSPO","3832"
"46074","PUSUNG MALANG","3832"
"46075","PUTAT GEDE","3880"
"46076","PUTAT JAYA","3543"
"46077","PUTAT KIDUL","3702"
"46078","PUTAT LOR","3702"
"46079","PUTAT LOR","3639"
"46080","PUTAT","3429"
"46081","PUTAT","3490"
"46082","PUTATBANGAH","3509"
"46083","PUTATKUMPUL","3351"
"46084","PUTER","3768"
"46085","PUTIH","3793"
"46086","PUTON","3403"
"46087","PUTREN","3357"
"46088","PUTUKREJO","3702"
"46089","PUTUKREJO","3297"
"46090","PUTUKREJO","3368"
"46091","PUYUNG","3843"
"46092","RABASAN","3278"
"46093","RABASAN","3367"
"46094","RABIYAN","3551"
"46095","RACEK","3275"
"46096","RACI","3610"
"46097","RACIKULON","3309"
"46098","RACITENGAH","3309"
"46099","RACIWETAN","3218"
"46100","RAGANG","3370"
"46101","RAGUNG","3282"
"46102","RAHAYU","3485"
"46103","RAJEKWESI","3424"
"46104","RAJUN","3714"
"46105","RAMBAAN","3729"
"46106","RAMBAN KULON","3371"
"46107","RAMBAN WETAN","3371"
"46108","RAMBIGUNDAM","3741"
"46109","RAMBIPUJI","3741"
"46110","RAMPAL CELAKET","3560"
"46111","RANCANG KENCONO","3524"
"46112","RANDEGAN","3459"
"46113","RANDEGAN","3490"
"46114","RANDEGANSARI","3427"
"46115","RANDU AGUNG","3737"
"46116","RANDU GONG","3256"
"46117","RANDU JALAK","3235"
"46118","RANDU MERAK","3240"
"46119","RANDU TATAH","3240"
"46120","RANDUAGUNG","3746"
"46121","RANDUAGUNG","3550"
"46122","RANDUAGUNG","3283"
"46123","RANDUALAS","3663"
"46124","RANDUATI","3748"
"46125","RANDUBANGO","3312"
"46126","RANDUBENER","3768"
"46127","RANDUBOTO","3309"
"46128","RANDUCANGKRING","3250"
"46129","RANDUGADING","3826"
"46130","RANDUGEDE","3665"
"46131","RANDUGENENGAN","3762"
"46132","RANDUHARJO","3413"
"46133","RANDUPADANGAN","3639"
"46134","RANDUPITU","3706"
"46135","RANDUPITU","3544"
"46136","RANDUPUTIH","3770"
"46137","RANDUSARI","3695"
"46138","RANDUSONGO","3815"
"46139","RANDUWATANG","3382"
"46140","RANG PERANG DAYA","3350"
"46141","RANG PERANG LAOK","3350"
"46142","RANGANG (RANGKANG)","3249"
"46143","RANGGEH","3366"
"46144","RANGKAH","3775"
"46145","RANGKAHKIDUL","3506"
"46146","RANON","3239"
"46147","RANU KLINDUNGAN","3736"
"46148","RANUAGUNG","3275"
"46149","RANUBEDALI","3254"
"46150","RANUGEDANG","3275"
"46151","RANULOGONG","3550"
"46152","RANUPAKIS","3780"
"46153","RANUPANI","3288"
"46154","RANUWURUNG","3572"
"46155","RANUWURUNG","3550"
"46156","RANUYOSO","3254"
"46157","RAPA DAYA","3280"
"46158","RAPA LAOK","3280"
"46159","RAWAN","3754"
"46160","RAWASAN","3599"
"46161","RAYUNG","3555"
