"id","nama_desa","kecamatan_id"
"70001","LOLIBU","5898"
"70002","LOMBA KASIH","5831"
"70003","LOMBU JAYA","5936"
"70004","LOMBUEYA (LOMBUEA)","5963"
"70005","LONGA","5954"
"70006","LONGGOSIPI","5921"
"70007","LONGORI  /  LANGORI","5886"
"70008","LORA","5885"
"70009","LOWA","5786"
"70010","LOWU-LOWU","5869"
"70011","LOWU-LOWU","5930"
"70012","LUPIA","5927"
"70013","MABODO","5904"
"70014","MACUMELEWE (WACUMELEWE)","5909"
"70015","MADAMPI","5959"
"70016","MADONGKA","5898"
"70017","MAGINTI","5774"
"70018","MAJAPAHIT","5862"
"70019","MAJAPAHIT","5956"
"70020","MAKKUASENG","5793"
"70021","MAKORO","5926"
"70022","MALA-MALA","5839"
"70023","MALAHA","5815"
"70024","MALALANDA","5866"
"70025","MALARINGGI","5908"
"70026","MALEKO","5954"
"70027","MALIGANO","5968"
"70028","MAMBO","5859"
"70029","MAMBULUGO","5873"
"70030","MANDATI I","5928"
"70031","MANDATI II","5928"
"70032","MANDATI III","5928"
"70033","MANDIKE","5891"
"70034","MANDIOPO (MANDIODO)","5838"
"70035","MANDONGA","5801"
"70036","MANGGA DUA","5920"
"70037","MANGGA KUNING","5907"
"70038","MANGOLO","5924"
"70039","MANTIGOLA (MANTINGOLA)","5808"
"70040","MANTOBUA","5894"
"70041","MANTOWU","5836"
"70042","MANURU","5844"
"70043","MAPERAHA","5936"
"70044","MAPILA","5917"
"70045","MARAMPUKA","5966"
"70046","MARAWALI","5860"
"70047","MARGA CINTA","5812"
"70048","MARGA JAYA","5828"
"70049","MARGA KARYA","5903"
"70050","MAROBEA","5936"
"70051","MAROBO","5973"
"70052","MAROKO","5967"
"70053","MARUGE","5945"
"70054","MASAGENA","5797"
"70055","MASALILI","5904"
"70056","MASALOKA BARAT (TENGAH)","5880"
"70057","MASALOKA SELATAN","5880"
"70058","MASALOKA TIMUR","5880"
"70059","MASALOKA","5880"
"70060","MASARA","5952"
