"id","nama_desa","kecamatan_id"
"10001","PEKAN BANDAR KHALIPAH","511"
"10002","PEKAN BESITANG","610"
"10003","PEKAN BINJAI","587"
"10004","PEKAN DOLOK MASIHUL","426"
"10005","PEKAN GEBANG","376"
"10006","PEKAN GUNUNG MERIAH","597"
"10007","PEKAN HILISIMAETANO","576"
"10008","PEKAN KEMIS","426"
"10009","PEKAN KUALA","477"
"10010","PEKAN LABUHAN","589"
"10011","PEKAN SAWAH","583"
"10012","PEKAN SELESAI","582"
"10013","PEKAN SIALANG BUAH","599"
"10014","PEKAN TANJUNG BERINGIN","446"
"10015","PEKAN TANJUNG MORAWA","352"
"10016","PEKAN TANJUNG PURA","469"
"10017","PEKUBUAN","469"
"10018","PELANGGIRAN LAUT TADOR","609"
"10019","PELAWI SELATAN","608"
"10020","PELAWI UTARA","608"
"10021","PELITA","507"
"10022","PELITA","607"
"10023","PEMATANG ASILUM","510"
"10024","PEMATANG BANDAR","501"
"10025","PEMATANG BIARA","447"
"10026","PEMATANG CENGAL BARAT","469"
"10027","PEMATANG CENGAL","469"
"10028","PEMATANG CENGKERING","347"
"10029","PEMATANG CERMAI","446"
"10030","PEMATANG DOLOK KAHEAN","566"
"10031","PEMATANG GAJING","510"
"10032","PEMATANG GANJANG","621"
"10033","PEMATANG GUNTUNG","599"
"10034","PEMATANG JERING","609"
"10035","PEMATANG JOHAR","668"
"10036","PEMATANG KASIH","423"
"10037","PEMATANG KERASAAN REJO","458"
"10038","PEMATANG KERASAAN","458"
"10039","PEMATANG KUALA","599"
"10040","PEMATANG KUNING","609"
"10041","PEMATANG LALANG","411"
"10042","PEMATANG MARIHAT","710"
"10043","PEMATANG NIBUNG","347"
"10044","PEMATANG PANE","537"
"10045","PEMATANG PANJANG","427"
"10046","PEMATANG PANJANG","378"
"10047","PEMATANG PANOMBEIAN","537"
"10048","PEMATANG PASIR","591"
"10049","PEMATANG PELINTAHAN","621"
"10050","PEMATANG PURBA","673"
"10051","PEMATANG RAMBE","443"
"10052","PEMATANG RAYA","453"
"10053","PEMATANG SERAI","469"
"10054","PEMATANG SETERAK (STRAK)","599"
"10055","PEMATANG SIDAMANIK","500"
"10056","PEMATANG SIJONAM","297"
"10057","PEMATANG SILAMPUYANG","633"
"10058","PEMATANG SIMALUNGUN","633"
"10059","PEMATANG SLANG (SELENG)","512"
"10060","PEMATANG SUNGAI / SEI BARU","432"
"10061","PEMATANG SYAHKUDA (SAH KUDA)","510"
"10062","PEMATANG TAMBUN RAYA","500"
"10063","PEMATANG TANAH JAWA","456"
"10064","PEMATANG TATAL","297"
"10065","PEMATANG TENGAH","378"
"10066","PEMATANG TENGAH","628"
"10067","PEMATANG TENGAH","469"
"10068","PEMATANG TERANG","446"
"10069","PEMATANG","330"
"10070","PENAMPEN","544"
"10071","PENAMPEN","660"
"10072","PENANGGALAN BINANGA BOANG","598"
"10073","PENARA KEBON / KEBUN","352"
"10074","PENEN","385"
"10075","PENGGALANGAN","476"
"10076","PENGGALANGAN","465"
"10077","PENGGALIAN","465"
"10078","PENONGGOL","461"
"10079","PENUNGKIREN","661"
"10080","PER RIA RIA","385"
"10081","PERASMIAN","570"
"10082","PERBAHINGAN","490"
"10083","PERBAJI","660"
"10084","PERBANGUNAN","516"
"10085","PERBARAKAN","492"
"10086","PERBATASAN","312"
"10087","PERBAUNGAN","512"
"10088","PERBESI","568"
"10089","PERBULAN","615"
"10090","PERCUT","411"
"10091","PERDAGANGAN I","458"
"10092","PERDAGANGAN II","458"
"10093","PERDAGANGAN III","458"
"10094","PERDAMAIAN","422"
"10095","PERDAMAINA (PERDAMEAN)","701"
"10096","PERDAMEAN (PERDAMAIAN)","352"
"10097","PERDAMEAN","475"
"10098","PERDUHAPEN","700"
"10099","PERGAJAHAN / PEGAJAHAN HULU","498"
"10100","PERGAJAHAN / PEGAJAHAN KAHAN","498"
"10101","PERGENDANGEN","568"
"10102","PERGULAAN","621"
"10103","PERGUROAN (PERGURUAN)","449"
"10104","PERHIASAN","582"
"10105","PERHUTAAN SILAU","620"
"10106","PERINTIS","638"
"10107","PERJAGA","489"
"10108","PERJUANGAN","484"
"10109","PERJUANGAN","585"
"10110","PERJUANGAN","636"
"10111","PERJUANGAN","591"
"10112","PERK. SIMPANG GAMBIR","312"
"10113","PERKEBUNAN AEK BURU SELATAN","496"
"10114","PERKEBUNAN AEK NAGAGA","555"
"10115","PERKEBUNAN AEK PAMINGKE","293"
"10116","PERKEBUNAN AEK TARUM","341"
"10117","PERKEBUNAN AFDELING I RANTAU PRAPAT","496"
"10118","PERKEBUNAN AFDELING II RANTAU PRAPAT","496"
"10119","PERKEBUNAN AIR BATU I-II","375"
"10120","PERKEBUNAN AIR BATU III-IV","375"
"10121","PERKEBUNAN AMALTANI","396"
"10122","PERKEBUNAN BANDAR PULAU","299"
"10123","PERKEBUNAN BANDAR SELAMAT","299"
"10124","PERKEBUNAN BANDAR TELU","296"
"10125","PERKEBUNAN BATANG SEPONGGOL","380"
"10126","PERKEBUNAN BATANG TORU","346"
"10127","PERKEBUNAN BEKIUN","477"
"10128","PERKEBUNAN BERANGIR","330"
"10129","PERKEBUNAN BILAH","685"
"10130","PERKEBUNAN BRUSSEL","324"
"10131","PERKEBUNAN BUKIT LAWANG","558"
"10132","PERKEBUNAN BUNGARA","558"
"10133","PERKEBUNAN DAMAR CONDONG","628"
"10134","PERKEBUNAN DOLOK","378"
"10135","PERKEBUNAN GELUGUR LANGKAT","296"
"10136","PERKEBUNAN GUNUNG MELAYU","555"
"10137","PERKEBUNAN HALIM B","293"
"10138","PERKEBUNAN HANNA","328"
"10139","PERKEBUNAN HAPESONG","346"
"10140","PERKEBUNAN HESSA","420"
"10141","PERKEBUNAN KANOPAN ULU","328"
"10142","PERKEBUNAN KWALA GUNUNG","378"
"10143","PERKEBUNAN LABUHAN HAJI","328"
"10144","PERKEBUNAN LIMA PULUH","378"
"10145","PERKEBUNAN LIMAU MANIS","378"
"10146","PERKEBUNAN LONDUT","328"
"10147","PERKEBUNAN MAMBANG / MEMBANG MUDA","328"
"10148","PERKEBUNAN MARBAU SELATAN","324"
"10149","PERKEBUNAN MARIKIE","688"
"10150","PERKEBUNAN MILANO","324"
"10151","PERKEBUNAN NAGODANG","663"
"10152","PERKEBUNAN NAMOTONGAN","688"
"10153","PERKEBUNAN NEGERI LAMA","685"
"10154","PERKEBUNAN NORMARK","663"
