"id","nama_desa","kecamatan_id"
"72001","BULO","6108"
"72002","BULU BONGGU","6098"
"72003","BULU MARIO","6109"
"72004","BULU PARIGI","6071"
"72005","BUMI MULYO","6064"
"72006","BUMIAYU","6064"
"72007","BUNDE","6110"
"72008","BUNGA-BUNGA","6089"
"72009","BUNTU BUDA","6100"
"72010","BUNTU MALANGKA","6062"
"72011","BURANA","6111"
"72012","BUSSU","6082"
"72013","BUTTU BARUGA","6088"
"72014","BUTTU PAMBOANG","6055"
"72015","BUTTUADA","6086"
"72016","CAMPALOGA","6105"
"72017","CAMPURJO","6064"
"72018","DAALA TIMUR","6108"
"72019","DAKKA","6082"
"72020","DAPURANG","6098"
"72021","DARMA","6112"
"72022","DATUBARINGAN","6113"
"72023","DODA","6109"
"72024","DUAMPANUA","6061"
"72025","DUNGKAIT","6056"
"72026","GALUNG LOMBOK","6093"
"72027","GALUNG TULU","6070"
"72028","GALUNG","6084"
"72029","GALUNG","6097"
"72030","GANDANG DEWATA","6111"
"72031","GATTUNGAN","6102"
"72032","GELESO","6064"
"72033","GULILING","6096"
"72034","HINUA","6086"
"72035","IHING","6108"
"72036","INDO MAKKOMBONG (INDOMAKKONDANG)","6089"
"72037","JAMBU MALEA","6082"
"72038","JENGENG RAYA","6114"
"72039","KABAE","6062"
"72040","KABIRAAN","6115"
"72041","KABUBU","6077"
"72042","KABULOANG","6096"
"72043","KADAILA","6116"
"72044","KAKULASANG (KAKULLASAN)","6105"
"72045","KALAMA","6068"
"72046","KALEOK","6059"
"72047","KALEPU","6105"
"72048","KALIMBUA","6082"
"72049","KALOLA","6076"
"72050","KALONDING","6110"
"72051","KALUKKU BARAT","6096"
"72052","KALUKKU","6096"
"72053","KALUKUNANGKA","6075"
"72054","KALUMAMMANG","6058"
"72055","KALUMPANG","6091"
"72056","KAMBUNONG","6116"
"72057","KARAKA","6113"
"72058","KARAMA","6091"
"72059","KARAMA","6093"
"72060","KARAMPUANG","6081"
"72061","KARATAUN","6091"
"72062","KARAVE (KARABE)","6107"
"72063","KAREMA","6081"
"72064","KARIANGO","6117"
"72065","KAROMBANG","6108"
"72066","KAROSSA","6116"
"72067","KARYA BERSAMA","6057"
"72068","KASAMBANG","6097"
"72069","KASANO","6071"
"72070","KASOLOANG","6075"
"72071","KASTA BUANA","6107"
"72072","KATIMBANG","6095"
"72073","KATUMBANGAN LEMO","6102"
"72074","KATUMBANGAN","6102"
"72075","KAYUANGIN","6080"
"72076","KAYUCALLA","6116"
"72077","KEANG","6096"
"72078","KEBANGA","6062"
"72079","KEBUNSARI","6064"
"72080","KELAPA DUA","6061"
"72081","KENANGAN","6067"
"72082","KENJE","6102"
"72083","KINATANG","6086"
"72084","KIRE","6066"
"72085","KOMBILING","6118"
"72086","KONDO BULO","6091"
"72087","KOPEANG","6097"
"72088","KUAJANG","6059"
"72089","KULU","6067"
"72090","KUMASARI","6109"
"72091","KUNYI","6061"
"72092","KUO","6118"
"72093","KUPTD BOTTENG I","6103"
"72094","KUPTD BOTTENG II","6103"
"72095","KURMA","6099"
"72096","KURRAK","6082"
"72097","LABUANG RANO","6056"
"72098","LABUANG UTARA","6088"
"72099","LABUANG","6088"
"72100","LAGI-AGI","6102"
"72101","LAKAHANG","6111"
"72102","LALAMPANUA","6055"
"72103","LALATEDZONG","6085"
"72104","LALIKO","6102"
"72105","LAMBA-LAMBA","6118"
"72106","LAMBANAN","6070"
"72107","LAMBANAN","6100"
"72108","LAMPOKO","6102"
"72109","LAMUNGANG BATU","6080"
"72110","LANDI KANUSUANG","6099"
"72111","LANTORA","6112"
"72112","LAPEO","6102"
