"id","nama_desa","kecamatan_id"
"78001","PUAHUUN","6599"
"78002","PUAY (PUAI)","6546"
"78003","PUBET  /  GIMORIT","6582"
"78004","PUE","6765"
"78005","PUGAIDA (DAUPAIDA)","6570"
"78006","PUGATADI DUA (II)","6731"
"78007","PUGATADI SATU (I)","6731"
"78008","PUGIMA","6778"
"78009","PUGO","6404"
"78010","PUGUN","6694"
"78011","PUGUNOM","6428"
"78012","PUKI PAKI","6428"
"78013","PUKLE","6704"
"78014","PULANGGUN","6470"
"78015","PULAU ARMO","6534"
"78016","PULAU TIMUR","6363"
"78017","PULAU YAMO","6437"
"78018","PULDAMA","6597"
"78019","PULOGENGGA","6363"
"78020","PULUK","6582"
"78021","PUMASILI","6373"
"78022","PUNAKUL","6789"
"78023","PUNCAK SENYUM","6477"
"78024","PUND","6468"
"78025","PUNGGELAK","6574"
"78026","PUNGKAHIK","6443"
"78027","PUNGKI","6408"
"78028","PUNNO","6432"
"78029","PUPEHABU","6678"
"78030","PUPI","6804"
"78031","PUPIS","6387"
"78032","PUPUGOBA (POPUGOBA)","6820"
"78033","PURBALO","6437"
"78034","PURNAWAJATI (PURNAMA JATI)","6688"
"78035","PURUGI","6656"
"78036","PURUGI","6563"
"78037","PURUGI","6389"
"78038","PURUWA","6747"
"78039","PUSUAGA","6412"
"78040","PUTAGEIMA (PUTAGAIMA)","6410"
"78041","PUTAPA (UPUTAPA)","6685"
"78042","PUTAPA","6379"
"78043","PUTDUMU","6704"
"78044","PUTI","6543"
"78045","PUWERI","6743"
"78046","PUWETA / PUETA I","6660"
"78047","PUWETA / PUETA II","6660"
"78048","PUYAGIYA","6642"
"78049","PYAWI (WEMBI LUAR)","6788"
"78050","PYEFURI","6545"
"78051","RAMANGKURANI","6454"
"78052","RAMBAI","6416"
"78053","RAMDORI","6489"
"78054","RANDAWAYA","6473"
"78055","RANSARNONI (RAMSAMONI)","6416"
"78056","RAPA","6819"
"78057","RAPAMAREI","6482"
"78058","RARMPIMBO (RAMPIMBO)","6381"
"78059","RARSBARI","6474"
"78060","RARSIBO","6545"
"78061","RASAWA","6593"
"78062","RASIRI (WOISIRI)","6774"
"78063","RAWA BIRU","6739"
"78064","RAWAHAYU","6592"
"78065","RAWAR","6807"
"78066","RAWASARI","6723"
"78067","RAWIWA","6614"
"78068","RAYAM","6698"
"78069","RAYORI","6542"
"78070","REMBAI","6400"
"78071","RENTIS","6753"
"78072","REP","6698"
"78073","RHEPANG MUAIF / MUAIB","6630"
"78074","RIM","6382"
"78075","RIMBA JAYA (GAYU)","6383"
"78076","RIMBA JAYA","6382"
"78077","RIMBA JAYA","6605"
"78078","RIMBARAYA","6618"
"78079","RIMSER SARI","6510"
"78080","RIPA","6455"
"78081","RISEI SAYATI","6699"
"78082","RODIFU","6533"
"78083","ROIPI DUA","6416"
"78084","ROIPI","6416"
"78085","RONDEPI","6380"
"78086","RONGGAIWA","6513"
"78087","RORISI","6513"
"78088","ROSAYENDO","6487"
"78089","ROSBORI","6544"
"78090","ROSWARI (ARTANENG)","6784"
"78091","ROTEA","6510"
"78092","RUAMBAK JAYA","6593"
"78093","RUAMBAK JAYA","6815"
"78094","RUAR","6382"
"78095","RUBOL","6695"
"78096","RUMBEPAGA","6648"
"78097","RUMBIN","6533"
"78098","SABEAB KECIL","6398"
"78099","SABI","6372"
"78100","SABIEM","6521"
"78101","SABILIKALEM","6438"
"78102","SABILIRONGGO","6354"
"78103","SABIN","6558"
"78104","SABIN","6515"
"78105","SABISA","6705"
"78106","SABON","6786"
"78107","SABRON SARI","6725"
"78108","SABRON YARU (SABRO YARU)","6725"
"78109","SABUALO","6438"
"78110","SABUDOM (SABUDON)","6611"
"78111","SADAR","6610"
"78112","SAFRON TANE DUA / II","6674"
"78113","SAGADUK","6547"
"78114","SAGAPU","6418"
"78115","SAGAPUSATU","6434"
