"id","nama_desa","kecamatan_id"
"16001","MERLUNG (KELURAHAN)","1070"
"16002","MERSAM II (BELANTI JAYA)","1137"
"16003","MERSAM IV (BUKIT KEMUNING)","1137"
"16004","MERSAM","1137"
"16005","MERSIP","1141"
"16006","MINGKUNG JAY","1187"
"16007","MOENTI","1141"
"16008","MUAK","1146"
"16009","MUARA BANTAN","1073"
"16010","MUARA BUAT","1095"
"16011","MUARA BULIAN","1093"
"16012","MUARA DANAU","1131"
"16013","MUARA DANAU","1149"
"16014","MUARA DELANG","1160"
"16015","MUARA HEMAT","1120"
"16016","MUARA JANGGA","1098"
"16017","MUARA JAYA","1083"
"16018","MUARA JERNIH","1184"
"16019","MUARA KELUKUP","1171"
"16020","MUARA KETALO","1154"
"16021","MUARA KETALO","1143"
"16022","MUARA KIBUL","1081"
"16023","MUARA KILIS","1198"
"16024","MUARA KUAMANG","1113"
"16025","MUARA KUMPEH","1091"
"16026","MUARA LENGAYO","1171"
"16027","MUARA LIMUN","1141"
"16028","MUARA MADRAS (MANDERAS / MANDRAS)","1195"
"16029","MUARA MANSAO","1141"
"16030","MUARA NIRO","1096"
"16031","MUARA PANGI","1171"
"16032","MUARA PIJOAN (MUARO PIJOAN)","1169"
"16033","MUARA SABAK ILIR","1086"
"16034","MUARA SABAK ULU","1086"
"16035","MUARA SEBERANG","1179"
"16036","MUARA SEKALO","1170"
"16037","MUARA SEKETUK","1184"
"16038","MUARA SEMERAH MUDIK","1084"
"16039","MUARA SEMERAH","1084"
"16040","MUARA SIAU","1080"
"16041","MUARA SINGOAN","1093"
"16042","MUARA TABUN","1096"
"16043","MUARA TEBO","1068"
"16044","MUARA / MUARO BELENGO","1177"
"16045","MUARA / MUARO JAMBI","1108"
"16046","MUARA / MUARO TEBO PANDAK","1118"
"16047","MUARALATI","1114"
"16048","MUARO LANGEH","1081"
"16049","MUARO LULO","1146"
"16050","MUARO SEBAPO","1125"
"16051","MUARO / MUARA AIR DUA","1128"
"16052","MUARO / MUARA CUBAN","1128"
"16053","MUARO / MUARA PEMUAT","1128"
"16054","MUDO (DUSUN MUDO)","1172"
"16055","MUDO","1189"
"16056","MUDUNG DARAT","1108"
"16057","MUDUNG LAUT","1090"
"16058","MUHAJIRIN","1169"
"16059","MUKAI HILIR","1194"
"16060","MUKAI MUDIK","1194"
"16061","MUKAI PINTU","1194"
"16062","MUKAI SEBERANG","1194"
"16063","MUKAI TENGAH","1194"
"16064","MUKAI TINGGI","1194"
"16065","MULYA BAKTI","1109"
