"id","nama_desa","kecamatan_id"
"42001","GERONGAN","3678"
"42002","GERSEMPAL","3280"
"42003","GERSIK PUTIH","3274"
"42004","GESANG","3635"
"42005","GESIKAN","3546"
"42006","GESIKAN","3481"
"42007","GESIKHARJO","3728"
"42008","GESING","3597"
"42009","GETAS","3489"
"42010","GETASANYAR","3716"
"42011","GIGIR","3247"
"42012","GILANG","3223"
"42013","GILANG","3399"
"42014","GILANG","3587"
"42015","GILI ANYAR","3642"
"42016","GILI BARAT","3642"
"42017","GILI KETAPANG","3261"
"42018","GILI TIMUR","3642"
"42019","GING GING","3223"
"42020","GINTANGAN","3252"
"42021","GINTUNGAN","3768"
"42022","GINUK","3674"
"42023","GIRI","3677"
"42024","GIRI","3746"
"42025","GIRIHARJO","3319"
"42026","GIRIK","3730"
"42027","GIRIKERTO","3809"
"42028","GIRIMOYO","3267"
"42029","GIRIMULYO","3788"
"42030","GIRIMULYO","3691"
"42031","GIRING","3785"
"42032","GIRIPURNO","3701"
"42033","GIRIPURNO","3398"
"42034","GIRIREJO","3356"
"42035","GISIK CEMANDI","3495"
"42036","GITIK","3252"
"42037","GLADAG","3252"
"42038","GLADAK ANYAR","3567"
"42039","GLAGAH (GLAGGA)","3301"
"42040","GLAGAH ARUM","3719"
"42041","GLAGAH SARI","3717"
"42042","GLAGAH WANGI","3244"
"42043","GLAGAH","3389"
"42044","GLAGAH","3468"
"42045","GLAGAH","3239"
"42046","GLAGAHAGUNG","3703"
"42047","GLAGAHAN","3723"
"42048","GLAGAHAN","3244"
"42049","GLAGAHSARI","3485"
"42050","GLAGAHWERO","3230"
"42051","GLAGAHWERO","3816"
"42052","GLANGGANG","3580"
"42053","GLANGGANG","3259"
"42054","GLANGGANG","3812"
"42055","GLATIK","3556"
"42056","GLEDUG","3622"
"42057","GLINDAH","3554"
"42058","GLINGGANG","3725"
"42059","GLINGGANGAN","3718"
"42060","GLINGSERAN","3262"
"42061","GLISGIS (GLIGIS)","3245"
"42062","GLODOG","3728"
"42063","GLONDONGGEDE","3604"
"42064","GLONGGONG LOR","3314"
"42065","GLONGGONG","3346"
"42066","GLUNDENGAN","3266"
"42067","GLURANPLOSO","3414"
"42068","GODEAN","3368"
"42069","GODOG","3682"
"42070","GODONG","3651"
"42071","GOGODESO","3461"
"42072","GOGORANTE","3764"
"42073","GOLAN","3390"
"42074","GOLAN","3486"
"42075","GOLOKAN","3309"
"42076","GOMBANG","3481"
"42077","GOMBANG","3690"
"42078","GOMBENGSARI","3705"
"42079","GOMBOLIRANG","3344"
"42080","GONDANG KULON","3405"
"42081","GONDANG LOR","3383"
"42082","GONDANG MANIS","3444"
"42083","GONDANG REJO","3366"
"42084","GONDANG WETAN","3366"
"42085","GONDANG WETAN","3596"
"42086","GONDANG","3710"
"42087","GONDANG","3817"
"42088","GONDANG","3376"
"42089","GONDANG","3611"
"42090","GONDANG","3422"
"42091","GONDANG","3818"
"42092","GONDANG","3320"
"42093","GONDANG","3684"
"42094","GONDANG","3435"
"42095","GONDANGGUNUNG","3792"
"42096","GONDANGLEGI KULON","3702"
"42097","GONDANGLEGI WETAN","3702"
"42098","GONDANGLEGI","3400"
"42099","GONDEK","3727"
"42100","GONDORUSO","3349"
"42101","GONDOSARI","3667"
"42102","GONDOSULI","3611"
"42103","GONDOSULI","3239"
"42104","GONDOWANGI","3747"
"42105","GONDOWIDO","3819"
"42106","GONGGANG","3251"
"42107","GONGSENG","3410"
"42108","GONTOR","3362"
"42109","GORANG GARENG","3771"
"42110","GOSARI","3556"
"42111","GRABAGAN","3546"
"42112","GRABAGAN","3807"
"42113","GRABAHAN","3422"
"42114","GRAJAGAN","3703"
"42115","GRATI TUNON","3736"
"42116","GRATI","3820"
"42117","GREBEGAN","3683"
"42118","GREDEK","3259"
"42119","GREGES","3310"
"42120","GREJEG","3761"
"42121","GRENDEN","3355"
"42122","GRINTING","3807"
"42123","GROBOGAN","3593"
"42124","GROBOGAN","3448"
"42125","GROBOGAN","3727"
"42126","GROGOL","3403"
"42127","GROGOL","3677"
"42128","GROGOL","3366"
"42129","GROGOL","3377"
"42130","GROGOL","3670"
"42131","GROGOL","3807"
"42132","GROJOGAN","3416"
"42133","GROWOK","3749"
"42134","GRO\OM","3350"
"42135","GRUDO","3542"
"42136","GRUJUGAN KIDUL","3743"
"42137","GRUJUGAN LOR","3821"
"42138","GRUJUGAN","3371"
"42139","GRUJUGAN","3274"
"42140","GRUJUGAN","3660"
"42141","GUBENG","3228"
"42142","GUBRIH","3262"
"42143","GUBUKKLAKAH","3289"
"42144","GUCI","3523"
"42145","GUCIALIT","3744"
"42146","GUDANG","3307"
"42147","GUDO","3651"
"42148","GUGUL","3257"
"42149","GUGUT","3741"
"42150","GULBUNG","3282"
"42151","GULOMANTUNG","3746"
"42152","GULUK GULUK","3384"
"42153","GULUKMANJUNG","3223"
"42154","GULUN","3822"
"42155","GUMANTUK","3659"
"42156","GUMELAR","3423"
"42157","GUMENG","3218"
"42158","GUMENG","3376"
"42159","GUMENO","3528"
"42160","GUMININGREJO","3381"
"42161","GUMIRIH","3238"
"42162","GUMUK","3498"
"42163","GUMUKMAS","3358"
"42164","GUMUKSARI","3230"
"42165","GUMULAN","3652"
"42166","GUNDIH","3253"
"42167","GUNDIK","3690"
"42168","GUNELAP (GENELAP)","3475"
"42169","GUNGGUNG","3327"
"42170","GUNGGUNGAN KIDUL","3239"
"42171","GUNGGUNGAN LOR","3239"
"42172","GUNONG / GUNUNG SERENG","3571"
"42173","GUNOSARI","3679"
"42174","GUNTING","3717"
"42175","GUNUNG ANYAR TAMBAK","3823"
"42176","GUNUNG ANYAR","3823"
"42177","GUNUNG BEKEL","3531"
"42178","GUNUNG ELEH","3367"
"42179","GUNUNG GANGSIR","3580"
"42180","GUNUNG GEDANGAN","3418"
"42181","GUNUNG GEDE","3824"
"42182","GUNUNG GENI","3248"
"42183","GUNUNG JATI","3287"
"42184","GUNUNG KEMBAR","3785"
"42185","GUNUNG KESAN","3661"
"42186","GUNUNG MADDAH","3220"
"42187","GUNUNG MALANG","3694"
"42188","GUNUNG MALANG","3737"
"42189","GUNUNG PUTRI","3694"
"42190","GUNUNG RANCAK","3558"
"42191","GUNUNG REJO","3825"
"42192","GUNUNG SARI","3580"
"42193","GUNUNG SARI","3701"
"42194","GUNUNG SARI","3790"
"42195","GUNUNG SEKAR","3220"
"42196","GUNUNG TUGEL","3534"
"42197","GUNUNGAN","3459"
"42198","GUNUNGAN","3583"
"42199","GUNUNGANYAR","3485"
"42200","GUNUNGANYAR","3731"
"42201","GUNUNGREJO","3525"
"42202","GUNUNGREJO","3283"
"42203","GUNUNGRONGGO","3826"
"42204","GUNUNGSARI","3295"
"42205","GUNUNGSARI","3503"
"42206","GUNUNGSARI","3459"
"42207","GUNUNGSARI","3772"
"42208","GUNUNGSARI","3721"
"42209","GUNUNGSARI","3353"
"42210","GUNUNGSARI","3826"
"42211","GUNUNGSARI","3787"
"42212","GUNUNGTEGUH","3401"
"42213","GUPOLO","3315"
"42214","GURAH","3219"
"42215","GURANGANYAR","3526"
"42216","GUWA GUWA","3246"
"42217","GUWOTERUS","3689"
"42218","GUYANGAN","3356"
"42219","GUYANGAN","3630"
"42220","GUYANGAN","3530"
"42221","GUYUNG","3815"
"42222","HADILUWIH","3664"
"42223","HADIWARNO","3664"
"42224","HARGOMULYO","3601"
"42225","HARGOMULYO","3319"
"42226","HARGORETNO","3789"
"42227","HARGOSARI","3809"
"42228","HARJOKUNCARAN","3290"
"42229","HARJOMOLYO","3798"
"42230","HENDROSARI","3639"
"42231","HULAAN","3639"
"42232","IKERIKERGEGER","3526"
"42233","IMAAN","3326"
"42234","INDRO","3746"
"42235","INDRODELIK","3218"
"42236","JAAH","3233"
"42237","JAAN","3405"
"42238","JABALSARI","3609"
"42239","JABANG","3505"
"42240","JABARAN","3373"
"42241","JABA\AN","3785"
"42242","JABON","3538"
"42243","JABON","3492"
"42244","JABON","3553"
"42245","JABON","3800"
"42246","JABONTEGAL","3413"
"42247","JABUNG CANDI","3240"
"42248","JABUNG SISIR","3240"
