"id","nama_desa","kecamatan_id"
"20001","ULAK BUNTAR","1431"
"20002","ULAK DEPATI","1304"
"20003","ULAK EMBACANG","1221"
"20004","ULAK JERMUN","1276"
"20005","ULAK KAPAL","1365"
"20006","ULAK KEDONDONG","1381"
"20007","ULAK KEMANG","1304"
"20008","ULAK KEMBAHANG I","1269"
"20009","ULAK KEMBAHANG II","1269"
"20010","ULAK KEMBAHANG","1352"
"20011","ULAK KEMBANG","1357"
"20012","ULAK KERBAU BARU","1339"
"20013","ULAK KERBAU LAMA","1339"
"20014","ULAK KETAPANG","1343"
"20015","ULAK LEBAR","1289"
"20016","ULAK LEBAR","1299"
"20017","ULAK LEBAR","1345"
"20018","ULAK LEBAR","1338"
"20019","ULAK MAS","1289"
"20020","ULAK MENGKUDU","1273"
"20021","ULAK PACEH JAYA","1361"
"20022","ULAK PACEH","1361"
"20023","ULAK PANDAN","1220"
"20024","ULAK PANDAN","1400"
"20025","ULAK PANDAN","1315"
"20026","ULAK PETANGISAN","1269"
"20027","ULAK PIANGGU","1304"
"20028","ULAK SEGARA","1346"
"20029","ULAK SEGELUNG","1404"
"20030","ULAK SURUNG","1328"
"20031","ULAK TEBERAU","1361"
"20032","ULAK TEMBAGA","1232"
"20033","ULU DANAU","1430"
"20034","ULU LURAH / RURAH","1350"
"20035","UMOJATI","1282"
"20036","UMPAN","1294"
"20037","UPANG CEMARA","1429"
"20038","UPANG CERIA","1429"
"20039","UPANG JAYA","1429"
"20040","UPANG KARYA","1429"
"20041","UPANG MAKMUR","1390"
"20042","UPANG MARGA","1250"
"20043","UPANG MULYA","1390"
"20044","UPANG","1250"
"20045","VETERAN JAYA","1359"
"20046","WANA BHAKTI","1297"
"20047","WANA MAKMUR","1370"
"20048","WANA MUKTI","1316"
"20049","WANARAYA","1278"
"20050","WARGA MULYA","1247"
"20051","WARNA SARI (WANASARI)","1370"
"20052","WATERVANG","1239"
"20053","WATES","1430"
"20054","WAY HALOM","1256"
"20055","WAY HELING","1294"
"20056","WAY RELAI","1397"
"20057","WAY SALAK","1368"
"20058","WAY TIMAH","1248"
"20059","WAY WANGI SEMINUNG","1334"
"20060","WIDODO","1392"
"20061","WINDUSARI","1264"
"20062","WIRA KARYA","1382"
"20063","WONO REJO","1331"
"20064","WONODADI","1316"
"20065","WONOKERTO","1392"
"20066","WONOREJO","1278"
"20067","WONOREJO","1392"
"20068","WONOSARI","1378"
"20069","WONOSARI","1257"
"20070","WONOSARI","1316"
"20071","WUKIR SARI","1392"
"20072","YOSOWINANGUN","1303"
"20073","YUDHA KARYA BHAKTI","1309"
"20074","ABU SAKIM","1434"
"20075","ADIREJO","1435"
"20076","AGUNG JAYA","1436"
"20077","AIR APO","1437"
"20078","AIR BACANG","1438"
"20079","AIR BANAI","1439"
"20080","AIR BANG","1440"
"20081","AIR BATANG","1441"
"20082","AIR BAUS I","1439"
"20083","AIR BAUS II","1439"
"20084","AIR BENING","1442"
"20085","AIR BERAU","1443"
"20086","AIR BIKUK","1443"
"20087","AIR BULUH","1444"
"20088","AIR DIKIT","1445"
"20089","AIR DINGIN","1446"
"20090","AIR DINGIN","1447"
"20091","AIR DINGIN","1448"
"20092","AIR DUKU","1449"
"20093","AIR HITAM","1443"
"20094","AIR HITAM","1450"
"20095","AIR JELATANG","1438"
"20096","AIR KASAI","1445"
"20097","AIR KATI","1451"
"20098","AIR KEMANG","1452"
"20099","AIR KEMUNING","1453"
"20100","AIR KERING II","1454"
"20101","AIR KERING","1454"
"20102","AIR KERUH","1455"
"20103","AIR KOPRAS","1456"
"20104","AIR KOTOK","1457"
"20105","AIR LANANG","1458"
"20106","AIR LATAK","1459"
"20107","AIR LELANGI","1460"
"20108","AIR LONG","1438"
"20109","AIR MELANCAR","1461"
"20110","AIR MELES ATAS","1449"
"20111","AIR MELES BAWAH","1462"
"20112","AIR MENGANYAU","1463"
"20113","AIR MERA","1444"
"20114","AIR MERAH","1464"
"20115","AIR MERAH","1440"
"20116","AIR MUNDU","1465"
"20117","AIR MURING","1466"
"20118","AIR NAPAL","1467"
"20119","AIR NAPAL","1468"
"20120","AIR NAU","1469"
"20121","AIR PADANG","1470"
"20122","AIR PANDAN","1466"
"20123","AIR PAYANGAN","1471"
"20124","AIR PERIUKAN","1472"
"20125","AIR PESI","1473"
"20126","AIR PETAI","1466"
"20127","AIR PETAI","1453"
"20128","AIR PIKAT","1465"
"20129","AIR PUNGGUR","1474"
"20130","AIR PUTIH BARU","1458"
"20131","AIR PUTIH KALI BANDUNG","1449"
"20132","AIR PUTIH LAMA","1435"
"20133","AIR PUTIH","1466"
"20134","AIR PUTIH","1475"
"20135","AIR RAMAN","1476"
"20136","AIR RAMBAI","1435"
"20137","AIR RAMI","1477"
"20138","AIR RUSA","1478"
"20139","AIR SEBAKUL","1475"
"20140","AIR SEBAYUR","1479"
"20141","AIR SEKAMANAK","1479"
"20142","AIR SELIMANG","1473"
"20143","AIR SEMPIANG","1480"
"20144","AIR SIMPANG","1479"
"20145","AIR SULAU","1481"
"20146","AIR TENAM DALAM","1482"
"20147","AIR TENANG","1483"
"20148","AIR TERAS","1471"
"20149","AIR UMBAN","1484"
"20150","AIRLAKOK","1463"
"20151","AJAI SIANG","1485"
"20152","ALUN DUA","1486"
"20153","AMEN","1487"
"20154","ANGGUT ATAS","1488"
"20155","ANGGUT BAWAH","1488"
"20156","ANGGUT DALAM","1488"
"20157","ANGGUT","1484"
"20158","APOHO","1489"
"20159","APUR","1469"
"20160","ARAH TIGA","1490"
"20161","ARANG SAPAT","1491"
"20162","ARGA INDAH I","1492"
"20163","ARGA INDAH II","1493"
"20164","ARGA JAYA","1477"
"20165","ARGA MULYA","1438"
"20166","ARGA MULYA","1494"
"20167","ATAS TEBING","1495"
"20168","ATURAN MUMPO II","1457"
"20169","ATURAN MUMPO","1457"
"20170","AUR CINA","1496"
"20171","AUR GADING","1497"
"20172","AUR GADING","1498"
"20173","AUR RINGIT","1499"
"20174","AWAT MATA","1500"
"20175","BABAKAN BARU","1442"
"20176","BABAKAN BOGOR","1480"
"20177","BABAT","1501"
"20178","BABATAN ILIR","1502"
"20179","BABATAN ULU","1502"
"20180","BABATAN","1453"
"20181","BAJAK (KAMPUNG TELENG)","1503"
"20182","BAJAK I","1504"
"20183","BAJAK I","1505"
"20184","BAJAK III","1493"
"20185","BAJOK","1447"
"20186","BAKAL DALAM","1506"
"20187","BAKAL MAKMUR","1438"
"20188","BALAI BUNTAR / BUTAR","1507"
"20189","BALAM","1508"
"20190","BANDAR AGUNG","1447"
"20191","BANDAR AGUNG","1485"
"20192","BANDAR AGUNG","1482"
"20193","BANDAR BINTUHAN","1446"
"20194","BANDAR JAYA","1509"
"20195","BANDAR RATU","1510"
"20196","BANDING AGUNG","1502"
"20197","BANDU AGUNG","1511"
"20198","BANDUNG AGUNG","1461"
"20199","BANDUNG AYU","1452"
"20200","BANDUNG BARU","1480"
"20201","BANDUNG JAYA","1480"
"20202","BANDUNG MARGA","1442"
"20203","BANG HAJI","1468"
"20204","BANGUN JAYA","1442"
"20205","BANGUN JIWA","1512"
"20206","BANGUN KARYA","1460"
"20207","BANJAR SARI","1489"
"20208","BANJAR SARI","1513"
"20209","BANYU KENCANA","1455"
"20210","BANYUMAS BARU","1497"
"20211","BANYUMAS","1440"
"20212","BANYUMAS","1497"
"20213","BARAT WETAN","1480"
"20214","BARU MANIS","1465"
"20215","BATIK NAU","1463"
"20216","BATU AMPAR","1514"
"20217","BATU AMPAR","1515"
"20218","BATU BANDUNG","1474"
"20219","BATU BANDUNG","1484"
"20220","BATU BARIANG  /  BERIANG","1457"
"20221","BATU BELARIK","1476"
"20222","BATU DEWA","1516"
"20223","BATU EJUNG","1443"
"20224","BATU GALING","1440"
"20225","BATU KALUNG","1474"
"20226","BATU KUNING","1517"
"20227","BATU KUNING","1482"
"20228","BATU LAMBANG","1517"
"20229","BATU LAYANG","1439"
"20230","BATU LUNGUN","1441"
"20231","BATU PANCO","1516"
"20232","BATU PANCO","1482"
"20233","BATU RAJA KOL","1439"
"20234","BATU RAJA REJANG","1439"
"20235","BATU RAJA","1518"
"20236","BATU ROTO","1439"
"20237","BATU TUGU","1471"
"20238","BAYUNG","1473"
"20239","BEDENG SS","1519"
"20240","BELAKANG GEDUNG","1517"
"20241","BELAKANG PONDOK","1488"
"20242","BELITAR MUKA","1448"
"20243","BELITAR SEBERANG","1448"
"20244","BELUMAI I","1451"
"20245","BELUMAI II","1451"
"20246","BENGKO","1478"
"20247","BENTANGUR","1520"
"20248","BENTENG HARAPAN","1438"
"20249","BENTIRING PERMAI","1521"
"20250","BENTIRING","1521"
"20251","BENUA RATU","1512"
"20252","BENUANG GALING","1473"
"20253","BERIANG TINGGI","1499"
"20254","BERINGIN DATAR","1484"
"20255","BERINGIN RAYA","1521"
"20256","BERINGIN TIGA","1448"
"20257","BERKAS","1503"
"20258","BETUNGAN","1481"
"20259","BETUNGAN","1522"
"20260","BINTANG SELATAN","1434"
"20261","BINTUNAN","1463"
"20262","BIOA PUTIAK","1456"
"20263","BIOA SENGOK","1447"
"20264","BLAU","1495"
"20265","BOGOR BARU","1523"
"20266","BRANGAN MULYA","1509"
"20267","BUKIT BARISAN","1515"
"20268","BUKIT BATU","1451"
"20269","BUKIT BERLIAN","1460"
"20270","BUKIT HARAPAN","1477"
"20271","BUKIT HARAPAN","1479"
"20272","BUKIT INDAH","1479"
"20273","BUKIT INDAH","1441"
"20274","BUKIT MAKMUR","1479"
"20275","BUKIT MAKMUR","1524"
"20276","BUKIT MAKMUR","1525"
"20277","BUKIT MENYAN","1476"
"20278","BUKIT MULYA","1444"
"20279","BUKIT NIBUNG","1526"
"20280","BUKIT PENINJAUAN I","1453"
"20281","BUKIT PENINJAUAN II","1453"
"20282","BUKIT SARI","1480"
"20283","BUKIT SARI","1460"
"20284","BUKIT TINGGI","1479"
"20285","BUKIT","1475"
"20286","BUMI AGUNG","1514"
"20287","BUMI AYU","1522"
"20288","BUMI HARJO","1479"
"20289","BUMI MEKAR JAYA","1443"
"20290","BUMI MULYA","1525"
"20291","BUMI SARI","1450"
"20292","BUNGA MAS","1527"
"20293","BUNGA MELUR","1500"
"20294","BUNGA TANJUNG","1509"
"20295","BUNGIN TAMBUN I","1528"
"20296","BUNGIN TAMBUN II","1528"
"20297","BUNGIN TAMBUN III","1528"
"20298","BUNGIN","1526"
"20299","BUNUT TINGGI","1471"
"20300","BURNI","1441"
"20301","CAHAYA BATIN","1500"
"20302","CAHAYA NEGERI","1448"
"20303","CAHAYA NEGERI","1453"
"20304","CAHAYA NEGERI / NEGRI","1512"
"20305","CAWANG BARU","1449"
"20306","CAWANG LAMA","1449"
"20307","CAWANG","1491"
"20308","CEMPAKA PERMAI","1529"
"20309","CINTA ASIH","1444"
"20310","CINTA MAKMUR","1524"
"20311","CINTA MANDI BARU","1476"
"20312","CINTO MANDI (CINTA MANDI)","1476"
"20313","CINTO MANDI","1452"
"20314","CIPTA MULYA","1466"
"20315","CIREBON BARU (CIRBON BARU)","1473"
"20316","COKO BETUNG","1528"
"20317","COKO ENAU","1511"
"20318","CUCUPAN","1501"
"20319","CUGUNG LALANG","1450"
"20320","CUGUNG LANGU","1461"
"20321","CURUP (DUSUN CURUP)","1530"
"20322","CURUP","1493"
"20323","DANEO  /  DANEU  /  DANAU","1495"
"20324","DARAT SAWAH ILIR (HILIR)","1502"
"20325","DARAT SAWAH ULU (HULU)","1502"
"20326","DARAT SAWAH","1531"
"20327","DASPETAH II","1450"
"20328","DASPETAH","1450"
"20329","DATAR LEBAR II","1498"
"20330","DATAR LEBAR","1470"
"20331","DATAR LEBAR","1498"
"20332","DATAR LEBAR","1505"
"20333","DATAR MACANG","1530"
"20334","DATAR PENOKOT  /  PENOKAT","1492"
"20335","DATAR RUYUNG","1532"
"20336","DATARAN TAPUS","1442"
"20337","DERATI","1519"
"20338","DERMAYU","1472"
"20339","DESA GAJAH MATI","1533"
"20340","DESA HARAPAN","1434"
"20341","DESA PAHLAWAN","1516"
"20342","DESA SEMIDANG","1533"
"20343","DUKU ILIR","1462"
"20344","DUKU ULU","1462"
"20345","DURIAN AMPARAN","1463"
"20346","DURIAN BESAR","1512"
"20347","DURIAN BUBUR","1471"
"20348","DURIAN DAUN","1470"
"20349","DURIAN DEMANG","1533"
"20350","DURIAN DEPUN","1515"
"20351","DURIAN LEBAR","1493"
"20352","DURIAN MAS","1519"
"20353","DURIAN SEBATANG","1514"
"20354","DURIAN SEGINIM","1502"
"20355","DUSUN ANYAR","1518"
"20356","DUSUN BARU I","1518"
"20357","DUSUN BARU II","1533"
"20358","DUSUN BARU PELOKAN","1534"
"20359","DUSUN BARU V KOTO","1445"
"20360","DUSUN BARU","1535"
"20361","DUSUN BARU","1519"
"20362","DUSUN BARU","1502"
"20363","DUSUN BARU","1536"
"20364","DUSUN BESAR","1537"
"20365","DUSUN CURUP","1516"
"20366","DUSUN MUARA AMAN","1520"
"20367","DUSUN PUKUR","1467"
"20368","DUSUN PULAU","1477"
"20369","DUSUN RAJA","1479"
"20370","DUSUN RAJO / RAJA","1470"
"20371","DUSUN SAWAH","1516"
"20372","DUSUN TENGAH","1491"
"20373","DUSUN TENGAH","1502"
"20374","DWI TUNGGAL","1435"
"20375","EMBONG I","1538"
"20376","EMBONG IJUK","1476"
"20377","EMBONG PANJANG","1539"
"20378","EMBONG SIDO","1476"
"20379","EMBONG URAM","1520"
"20380","EMBONG","1538"
"20381","FAJAR BARU","1479"
"20382","GADING JAYA","1513"
"20383","GAJAH MAKMUR","1540"
"20384","GAJAH MATI","1513"
"20385","GANDA SULI (GINDO SULI)","1512"
"20386","GANDUNG BARU","1520"
"20387","GANDUNG","1520"
"20388","GANJUH","1484"
"20389","GARDU","1464"
"20390","GARUT","1487"
"20391","GEDUNG AGUNG","1484"
"20392","GEDUNG MENUNG","1441"
"20393","GEDUNG SAKO II","1446"
"20394","GEDUNG SAKO","1446"
"20395","GEDUNG WANI","1541"
"20396","GELOMBANG (GELUMBANG)","1542"
"20397","GELOMBANG","1543"
"20398","GEMBUNG RAYA","1483"
"20399","GENTING DABUK","1457"
"20400","GENTING LUAR","1543"
"20401","GENTING PERANGKAP","1530"
"20402","GENTING","1468"
"20403","GERAMAT","1541"
"20404","GINDOSULI","1544"
"20405","GIRI KENCANA","1479"
"20406","GIRI MULYA","1545"
"20407","GIRI MULYA","1455"
"20408","GIRI NANTO","1455"
"20409","GUNUNG AGUNG","1532"
"20410","GUNUNG AGUNG","1476"
"20411","GUNUNG AGUNG","1511"
"20412","GUNUNG AGUNG","1491"
"20413","GUNUNG ALAM","1532"
"20414","GUNUNG ALAM","1546"
"20415","GUNUNG AYU I","1542"
"20416","GUNUNG AYU II","1502"
"20417","GUNUNG BANTAN","1543"
"20418","GUNUNG BESAR","1464"
"20419","GUNUNG KAYA","1454"
"20420","GUNUNG KAYO","1544"
"20421","GUNUNG KEMBANG","1547"
"20422","GUNUNG KEMBANG","1543"
"20423","GUNUNG MEGANG","1541"
"20424","GUNUNG MEGANG","1461"
"20425","GUNUNG MESIR","1517"
"20426","GUNUNG MESIR","1461"
"20427","GUNUNG PAYUNG","1479"
"20428","GUNUNG SAKTI","1547"
"20429","GUNUNG SELAM  /  SELAN","1532"
"20430","GUNUNG TERANG","1541"
"20431","GUNUNG TIGA II","1500"
"20432","GUNUNG TIGA","1500"
"20433","GURU AGUNG II","1511"
"20434","GURU AGUNG","1511"
"20435","GURU AGUNG","1451"
"20436","HARAPAN MAKMUR","1518"
"20437","HARGO BINANGUN","1455"
"20438","IBUL","1542"
"20439","IMIGRASI PERMU","1523"
"20440","IV / EMPAT SUKU MENANTI","1478"
"20441","JABI (DUSUN JABI)","1483"
"20442","JABI","1469"
"20443","JAGO BAYO","1470"
"20444","JALAN BARU","1435"
"20445","JALAN GEDANG","1529"
"20446","JAMBAT AKAR","1543"
"20447","JAMBU","1504"
"20448","JATI MULYO","1528"
"20449","JAWI","1541"
"20450","JAYA KARTA","1475"
"20451","JEMBATAN DUA","1446"
"20452","JEMBATAN KECIL","1537"
"20453","JENGGALU","1453"
"20454","JERANGLAH RENDAH","1547"
"20455","JERANGLAH TINGGI","1547"
"20456","JITRA (PASAR JITRA)","1503"
"20457","JOGYA BARU","1497"
"20458","JUM#&039AT (JUMAT)","1475"
"20459","KAANA","1489"
"20460","KABAWETAN / TANGSI BARU","1480"
"20461","KALAI DUAI","1464"
"20462","KALBANG","1470"
"20463","KALI PADANG","1449"
"20464","KALI","1464"
"20465","KAMPAI","1471"
"20466","KAMPUNG BALI","1503"
"20467","KAMPUNG BARU","1542"
"20468","KAMPUNG BARU","1449"
"20469","KAMPUNG BOGOR","1523"
"20470","KAMPUNG DELIMA","1462"
"20471","KAMPUNG GANDUNG","1520"
"20472","KAMPUNG JAWA BARU","1520"
"20473","KAMPUNG JAWA DALAM","1520"
"20474","KAMPUNG JAWA","1440"
"20475","KAMPUNG JERUK","1437"
"20476","KAMPUNG KELAWI / KLAWI","1548"
"20477","KAMPUNG MELAYU","1465"
"20478","KAMPUNG MUARA AMAN","1520"
"20479","KAMPUNG PENSIUNAN","1523"
"20480","KAMPUNG SAJAD","1465"
"20481","KANCING","1533"
"20482","KANDANG LIMUN","1521"
"20483","KANDANG MAS","1549"
"20484","KANDANG","1549"
"20485","KANDANG","1473"
"20486","KARANG AGUNG","1514"
"20487","KARANG ANYAR ILIR","1532"
"20488","KARANG ANYAR","1532"
"20489","KARANG ANYAR","1462"
"20490","KARANG ANYAR","1523"
"20491","KARANG ANYAR","1539"
