id,desa_id,kecamatan_id,kota_id,provinsi_id,kode_pos
46001,45991,3434,240,15,63481
46002,45992,3434,240,15,63481
46003,45993,3495,234,15,61253
46004,45994,3626,232,15,65156
46005,45995,3311,216,15,64292
46006,45996,3403,224,15,61471
46007,45997,3704,231,15,67375
46008,45998,3414,215,15,61172
46009,45999,3413,238,15,61384
46010,46000,3273,227,15,67165
46011,46001,3762,238,15,61371
46012,46002,3457,234,15,61254
46013,46003,3502,243,15,62371
46014,46004,3765,228,15,62161
46015,46005,3683,228,15,62152
46016,46006,3316,237,15,66253
46017,46007,3684,216,15,64175
46018,46008,3518,236,15,63561
46019,46009,3701,245,15,65338
46020,46010,3665,230,15,63361
46021,46011,3667,236,15,63553
46022,46012,3777,230,15,63372
46023,46013,3819,240,15,63493
46024,46014,3488,240,15,63417
46025,46015,3415,238,15,61363
46026,46016,3478,224,15,61456
46027,46017,3860,229,15,68291
46028,46018,3704,231,15,67375
46029,46019,3794,244,15,66362
46030,46020,3673,225,15,67255
46031,46021,3864,227,15,67117
46032,46022,3296,232,15,65122
46033,46023,3852,226,15,68484
46034,46024,3358,222,15,68165
46035,46025,3518,236,15,63561
46036,46026,3605,216,15,64154
46037,46027,3283,232,15,65153
46038,46028,3783,228,15,62183
46039,46029,3852,226,15,68484
46040,46030,3480,230,15,63395
46041,46031,3296,232,15,65125
46042,46032,3517,232,15,65167
46043,46033,3791,226,15,68486
46044,46034,3505,216,15,64172
46045,46035,3605,216,15,64154
46046,18786,3724,227,15,67163
46047,46037,3576,216,15,64176
46048,46038,3309,215,15,61153
46049,46039,3270,232,15,65182
46050,46040,3291,232,15,65183
46051,46041,3703,226,15,68483
46052,46042,3450,238,15,61385
46053,46043,3337,216,15,64171
46054,46044,3730,235,15,62273
46055,46045,3352,233,15,66152
46056,46046,3361,240,15,63461
46057,46047,3517,232,15,65167
46058,46048,3429,239,15,63171
46059,46049,3599,243,15,62352
46060,46050,3646,216,15,64173
46061,46051,3510,232,15,65392
46062,46052,3771,230,15,63383
46063,46053,3399,237,15,66292
46064,46054,3300,236,15,63518
46065,46055,3519,228,15,62162
46066,46056,3698,239,15,63154
46067,46057,3413,238,15,61384
46068,37375,3864,227,15,67115
46069,46059,3622,233,15,66151
46070,46060,3288,231,15,67361
46071,46061,3874,233,15,66194
46072,46062,3315,240,15,63491
46073,46063,3460,241,15,63283
46074,46064,3565,230,15,63319
46075,46065,3765,228,15,62161
46076,46065,3379,227,15,67162
46077,46067,3443,239,15,63157
46078,46068,3826,232,15,65172
46079,46069,3820,231,15,67316
46080,46070,3418,238,15,61311
46081,46071,3755,216,15,64153
46082,46072,3678,225,15,67276
46083,46073,3832,227,15,67176
46084,46074,3832,227,15,67176
46085,46075,3880,221,15,60189
46086,46076,3543,221,15,60255
46087,46077,3702,232,15,65174
46088,46078,3702,232,15,65174
46089,46079,3639,215,15,61174
46090,46080,3429,239,15,63171
46091,46081,3490,234,15,61272
46092,46082,3509,235,15,62293
46093,46083,3351,235,15,62252
46094,46084,3768,235,15,62282
46095,46085,3793,216,15,64182
46096,46086,3403,224,15,61471
46097,46087,3357,242,15,64481
