id,desa_id,kecamatan_id,kota_id,provinsi_id,kode_pos
80001,79978,6930,470,34,98611
80002,79979,6946,473,34,98456
80003,79980,6947,473,34,98452
80004,79981,6948,473,34,98418
80005,79982,6869,464,34,98482
80006,79983,6877,468,34,98462
80007,79984,6878,468,34,98461
80008,79985,6854,470,34,98652
80009,79986,6833,469,34,98454
80010,79987,6926,466,34,98352
80011,79988,6824,467,34,98656
80012,79989,6832,467,34,98653
80013,79990,6866,471,34,98357
80014,79991,6866,471,34,98357
80015,79992,6905,469,34,98455
80016,79993,6885,468,34,98463
80017,79994,6949,469,34,98454
80018,79995,6950,467,34,98655
80019,79996,6822,465,34,98355
80020,79997,6822,465,34,98355
80021,79998,6828,471,34,98358
80022,79999,6886,466,34,98315
80023,80000,6921,464,34,98483
80024,80001,6915,469,34,98454
80025,80002,6915,469,34,98454
80026,80003,6939,468,34,98462
80027,80004,6951,468,34,98461
80028,80005,6866,471,34,98357
80029,80006,6824,467,34,98656
80030,80007,6926,466,34,98352
80031,80008,6870,465,34,98355
80032,80009,6887,473,34,98453
80033,80010,6890,470,34,98652
80034,80011,6899,472,34,98473
80035,80012,6875,468,34,98463
80036,80013,6880,471,34,98354
80037,80014,6920,475,34,98364
80038,80015,6939,468,34,98462
80039,80016,6885,468,34,98463
80040,80017,6937,468,34,98461
80041,80018,6902,468,34,98461
80042,80019,6925,465,34,98359
80043,80020,6866,471,34,98357
80044,80021,6884,471,34,98354
80045,80022,6920,475,34,98364
80046,80023,6871,471,34,98315
80047,80024,6830,468,34,98462
80048,80025,6935,475,34,98373
80049,80026,6926,466,34,98352
80050,80027,6836,471,34,98358
80051,80028,6884,471,34,98354
80052,80029,6952,475,34,98373
80053,80030,6876,466,34,98357
80054,80031,6865,475,34,98364
80055,80032,6830,468,34,98462
80056,80033,6836,471,34,98358
80057,80034,6905,469,34,98455
80058,80035,6866,471,34,98357
80059,80036,6936,468,34,98462
80060,80037,6936,468,34,98462
80061,80038,6836,471,34,98358
80062,80039,6884,471,34,98354
80063,80040,6953,471,34,98354
80064,80041,6886,466,34,98315
80065,80042,6828,471,34,98358
80066,80043,6886,466,34,98315
80067,80044,6926,466,34,98352
80068,80045,6886,466,34,98315
80069,80046,6828,471,34,98358
80070,80047,6828,471,34,98358
80071,80048,6886,466,34,98315
80072,80049,6875,468,34,98463
80073,80050,6845,472,34,98372
80074,80051,6845,472,34,98372
80075,80052,6933,467,34,98653
80076,80053,6828,471,34,98358
80077,80054,6954,474,34,98362
80078,80055,6886,466,34,98315
80079,80056,6926,466,34,98352
80080,80057,6914,473,34,98453
80081,80058,6872,466,34,98315
80082,80059,6828,471,34,98358
80083,80060,6897,475,34,98365
80084,80061,6828,471,34,98358
80085,80062,6848,466,34,98312
80086,80063,6839,466,34,98356
80087,80064,6845,472,34,98372
80088,80065,6828,471,34,98358
80089,80066,6955,475,34,98373
80090,80067,6937,468,34,98461
80091,80068,6877,468,34,98462
80092,80069,6878,468,34,98461
80093,80070,6872,466,34,98315
80094,80071,6857,471,34,98359
80095,80072,6953,471,34,98354
80096,80073,6876,466,34,98357
80097,80074,6956,474,34,98362
80098,80075,6925,465,34,98359
80099,80076,6895,472,34,98473
80100,80077,6828,471,34,98358
80101,80078,6884,471,34,98354
80102,80079,6918,471,34,98359
80103,80080,6852,475,34,98363
80104,80081,6885,468,34,98463
80105,80082,6880,471,34,98354
80106,80083,6928,474,34,98362
80107,80084,6872,466,34,98315
80108,80085,6879,468,34,98462
80109,80086,6830,468,34,98462
80110,80087,6957,474,34,98361
80111,80088,6957,474,34,98361
80112,80089,6958,474,34,98362
80113,80090,6925,465,34,98359
80114,80091,6936,468,34,98462
80115,80092,6937,468,34,98461
80116,80093,6902,468,34,98461
80117,80094,6868,468,34,98461
80118,80095,6959,469,34,98455
80119,80096,6960,475,34,98365
80120,80097,6938,468,34,98461
80121,80098,6961,474,34,98362
80122,80099,6879,468,34,98462
80123,80100,6962,471,34,98354
80124,80101,6897,475,34,98365
80125,80102,6935,475,34,98373
80126,80103,6845,472,34,98372
80127,80104,6919,467,34,98654
80128,80105,6933,467,34,98653
80129,80106,6860,473,34,98451
80130,80107,6963,464,34,98484
80131,80108,6963,464,34,98484
80132,80109,6871,471,34,98315
80133,80110,6836,471,34,98358
80134,80111,6936,468,34,98462
80135,80112,6936,468,34,98462
80136,80113,6909,472,34,98473
80137,80114,6915,469,34,98454
80138,80115,6876,466,34,98357
80139,80116,6889,473,34,98453
80140,80117,6855,464,34,98481
80141,80118,6869,464,34,98482
80142,80119,6961,474,34,98362
80143,80120,6890,470,34,98652
80144,80121,6862,464,34,98482
80145,80122,6843,470,34,98611
80146,80123,6961,474,34,98362
80147,80124,6833,469,34,98454
80148,80125,6919,467,34,98654
80149,80126,6964,466,34,98357
80150,80127,6905,469,34,98455
80151,80128,6875,468,34,98463
80152,80129,6949,469,34,98454
80153,80130,6965,470,34,98662
80154,80131,6839,466,34,98356
80155,80132,6876,466,34,98357
80156,80133,6966,464,34,98484
80157,80134,6967,475,34,98373
80158,80135,6855,464,34,98481
80159,80136,6907,475,34,98365
80160,80137,6907,475,34,98365
80161,80138,6968,464,34,98482
80162,80139,6969,464,34,98484
80163,80140,6966,464,34,98484
80164,80141,6919,467,34,98654
80165,80142,6949,469,34,98454
80166,80143,6835,468,34,98463
80167,80144,6824,467,34,98656
80168,80145,6937,468,34,98461
80169,80146,6939,468,34,98462
80170,80147,6939,468,34,98462
80171,80148,6938,468,34,98461
80172,80149,6936,468,34,98462
80173,80150,6938,468,34,98461
80174,80151,6938,468,34,98461
80175,80152,6915,469,34,98454
80176,80153,6854,470,34,98652
80177,80154,6970,473,34,98413
80178,80155,6830,468,34,98462
80179,80156,6830,468,34,98462
80180,80157,6826,469,34,98455
80181,80158,6826,469,34,98455
80182,80159,6843,470,34,98611
80183,80160,6901,468,34,98461
80184,80161,6951,468,34,98461
80185,80162,6929,464,34,98481
80186,80163,6930,470,34,98611
80187,80164,6908,464,34,98483
80188,80165,6963,464,34,98484
80189,80166,6862,464,34,98482
80190,80167,6971,474,34,98361
80191,80168,6972,465,34,98355
80192,80169,6942,468,34,98461
80193,80170,6826,469,34,98455
80194,80171,6830,468,34,98462
80195,80172,6902,468,34,98461
80196,80173,6849,474,34,98361
80197,80174,6964,466,34,98357
80198,80175,6973,473,34,98452
80199,80176,6973,473,34,98452
80200,80177,6852,475,34,98363
80201,80178,6861,469,34,98455
80202,80179,6823,466,34,98315
80203,80180,6843,470,34,98611
80204,80181,6974,473,34,98451
80205,80182,6931,473,34,98452
80206,80183,6836,471,34,98358
80207,80184,6913,469,34,98454
80208,80185,6843,470,34,98611
80209,80186,6826,469,34,98455
80210,80187,6890,470,34,98652
80211,80188,6859,475,34,98365
80212,80189,6946,473,34,98456
80213,80190,6907,475,34,98365
80214,80191,6913,469,34,98454
80215,80192,6832,467,34,98653
80216,80193,6922,473,34,98472
80217,80194,6833,469,34,98454
80218,80195,6937,468,34,98461
80219,80196,6856,470,34,98662
80220,80197,6975,470,34,98661
80221,80198,6828,471,34,98358
80222,80199,6854,470,34,98652
80223,80200,6965,470,34,98662
80224,80201,6866,471,34,98357
80225,80202,6875,468,34,98463
80226,80203,6976,473,34,98412
80227,80204,6977,473,34,98457
80228,80205,6838,473,34,98457
80229,80206,6948,473,34,98414
80230,80207,6914,473,34,98453
80231,80208,6889,473,34,98453
80232,80209,6970,473,34,98414
80233,80210,6978,473,34,98451
80234,80211,6978,473,34,98451
80235,80212,6979,473,34,98416
80236,80213,6946,473,34,98456
80237,80214,6838,473,34,98457
80238,80215,6914,473,34,98453
80239,80216,6970,473,34,98414
80240,80217,6980,473,34,98414
