id,nama_kecamatan,kota_id
1001,PANGKALAN KERINCI,77
1002,DUMAI TIMUR,85
1003,DUMAI SELATAN,85
1004,TAPUNG HULU,83
1005,SIAK HULU,83
1006,LOGAS TANAH DARAT,76
1007,SUNGAI APIT,86
1008,SAIL,78
1009,RANGSANG,84
1010,CONCONG,75
1011,KUANTAN HILIR SEBERANG,76
1012,SINABOI (SENABOI),79
1013,KAMPAR TIMUR,83
1014,TAMPAN,78
1015,KAMPAR KIRI,83
1016,PANGKALAN LESUNG,77
1017,LUBUK DALAM,86
1018,TELUK MERANTI,77
1019,SALO,83
1020,BATANG TUAKA,75
1021,MEDANG KAMPAI,85
1022,GUNUNG SAHILAN,83
1023,GUNUNG TOAR,76
1024,PERHENTIAN RAJA,83
1025,RIMBA MELINTANG,79
1026,TEMPULING,75
1027,GAUNG ANAK SERKA,75
1028,SUKAJADI,78
1029,RUPAT UTARA,80
1030,PUCUK RANTAU,76
1031,HULU KUANTAN,76
1032,KUBU BABUSSALAM,79
1033,SENAPELAN,78
1034,CERENTI,76
1035,RENGAT,81
1036,KAMPAR UTARA,83
1037,RAMBAH SAMO,82
1038,PEKAITAN,79
1039,KERITANG,75
1040,SUNGAI LALA,81
1041,PAGARAN TAPAH DARUSSALAM,82
1042,KEPENUHAN HULU,82
1043,KEPENUHAN,82
1044,BANDAR SEI KIJANG,77
1045,PEKANBARU KOTA,78
1046,PANGEAN,76
1047,BATANG PERANAP,81
1048,KUALA CENAKU,81
1049,TANAH MERAH,75
1050,TENAYAN RAYA,78
1051,LANGGAM,77
1052,RUMBAI PESISIR,78
1053,RAMBAH HILIR,82
1054,RETEH,75
1055,MARPOYAN DAMAI,78
1056,MINAS,86
1057,TUALANG,86
1058,RUMBAI,78
1059,UJUNG BATU,82
1060,PASIR LIMAU KAPAS,79
1061,TEMBILAHAN,75
1062,TEMBILAHAN HULU,75
1063,KUALA INDRAGIRI,75
1064,LIMA PULUH,78
1065,KUBU,79
1066,KUALA KAMPAR,77
1067,BUKIT RAYA,78
1068,TEBO TENGAH,87
1069,TEBING TINGGI,88
1070,MERLUNG,88
1071,BAHAR SELATAN,89
1072,DANAU KERINCI,90
1073,RENAH PEMBARAP,91
