id,nama_kecamatan,kota_id
5501,LANRISANG,380
5502,RINDINGALLO,383
5503,TELLU LIMPOE,374
5504,BONTOA (MAROS UTARA),370
5505,BARRU,376
5506,BASSESANG TEMPE (BASTEM),384
5507,KESU,383
5508,RILAU ALE,385
5509,KINDANG,385
5510,PANGKAJENE,379
5511,MANGGALA,386
5512,BAREBBO,372
5513,LILIRAJA (LILI RIAJA),373
5514,BONTOSIKUYU,387
5515,BONTO BAHARI,385
5516,SINJAI BARAT,378
5517,KAHU,372
5518,WATANG PULU,374
5519,KALAENA,377
5520,MAKALE,388
5521,ARUNGKEKE,381
5522,MALANGKE BARAT,389
5523,BURAU,377
5524,TANA SITOLO,371
5525,TOWUTI,377
5526,TEMPE,371
5527,MARIO RIAWA,373
5528,MALILI,377
5529,BALUSU,383
5530,AWAN RANTE KARUA,383
5531,LAMASI,384
5532,KEERA,371
5533,DUAMPANUA,380
5534,LAROMPONG SELATAN,384
5535,TONRA,372
5536,PUJANANTING,376
5537,BAEBUNTA,389
5538,WOTU,377
5539,PALAKKA,372
5540,PATALLASSANG,375
5541,MANDAI,370
5542,MAMAJANG,386
5543,CENRANA,370
5544,MAROS BARU,370
5545,GANTARANG KEKE (GANTARENG KEKE),390
5546,BAJO,384
5547,TANETE RIATTANG TIMUR,372
5548,LEMBANG,380
5549,SABBANG,389
5550,PONRANG SELATAN,384
5551,MANGKUTANA,377
5552,WASUPONDA,377
5553,BARA,382
5554,TAMALATE,386
5555,BINAMU,381
5556,BUKI,387
5557,BULUKUMBA (BULUKUMPA),385
5558,MAPPAKASUNGGU,375
5559,POLOMBANGKENG UTARA (POLOBANGKENG),375
5560,TOMBOLO PAO,391
5561,MALIMBONG BALEPE,388
5562,MASAMBA,389
5563,BOLA,371
5564,ANGKONA,377
5565,BARAKA,392
5566,BITTUANG,388
5567,RAPPOCINI,386
5568,BALOCCI,379
5569,UJUNG LOE,385
5570,LIUKANG TANGAYA,379
5571,BELOPA,384
5572,TOMPOBULU,390
5573,BONTORAMBA,381
5574,BALUSU,376
5575,BUA PONRANG (BUPON),384
5576,ANGGERAJA,392
5577,KURRA,388
5578,BONTOCANI,372
5579,REMBON,388
5580,MANGARA BOMBANG,375
5581,MAIWA,392
5582,BANGKELEKILA,383
5583,TOMONI,377
5584,BANGKALA BARAT,381
5585,BONE-BONE,389
5586,TONDONG TALLASA,379
5587,SANROBONE,375
5588,SUKAMAJU,389
5589,LABAKKANG,379
5590,WALENRANG,384
5591,MAKASSAR,386
5592,MARIO RIWAWO,373
5593,LAMURU,372
5594,GALESONG SELATAN,375
5595,SINJAI BORONG,378
5596,BASSE SANGTEMPE UTARA,384
5597,BARANTI,374
5598,BONTOMATENE,387
5599,BONTOALA,386
5600,BONTONOMPO,391
5601,SEGERI,379
