id,nama_kecamatan,kota_id
193,GLUMPANG BARO,6
194,KUALA,3
195,PEUKAN BARO,6
196,MEUREUBO,16
197,SEKERAK,10
198,SAKTI,6
199,BANDA SAKTI,15
200,KUTA ALAM,19
201,WIH PESAM,13
202,TIMANG GAJAH,13
203,DEWANTARA,5
204,GEUMPANG,6
205,LONGKIB,23
206,KLUET SELATAN,9
207,MEURAH MULIA,5
208,LHOONG,11
209,GRONG GRONG,6
210,LABUHAN HAJI BARAT,9
211,MUARA TIGA,6
212,BENER KELIPAH,13
213,LUENG BATA,19
214,LAWE ALAS,12
215,MUARA SATU,15
216,SIMPANG JERNIH,4
217,SULTAN DAULAT,23
218,DARUL IMARAH,11
219,KUTA PANJANG,8
220,KOTA SIGLI,6
221,LAWE SUMUR,12
222,JAGONG JEGET,22
223,TERANGUN (TERANGON),8
224,DELENG POKHISEN,12
225,MESJID RAYA,11
226,MEUREUDU,1
227,MEURAH DUA,1
228,SAMUDERA,5
229,DARUL KAMAL,11
230,KOTA JUANG,3
231,DANAU PARIS,20
232,JAYA BARU,19
233,SEUNAGAN TIMUR,17
234,JOHAN PAHLAWAN,16
235,PEUSANGAN SELATAN,3
236,MANE,6
237,SAWANG,9
238,SIMPANG TIGA,6
239,BAKTIYA BARAT,5
240,SYIAH UTAMA,13
241,BANDA ALAM,4
242,TIRO / TRUSEB,6
243,GUNUNG MERIAH (MARIAH),20
244,BLANK BINTANG,11
245,KOTA MALAKA (KUTA MALAKA),11
246,JANGKA BUYA,1
247,KEBAYAKAN,22
248,LAWE SIGALA-GALA,12
249,KOTA KUALA SIMPANG,10
250,DELIMA,6
251,TRIENGGADENG,1
252,SIMPANG KIRI,23
253,DARUL HASANAH,12
254,TERIPE / TRIPE JAYA,8
255,KOTA BAHARU,20
256,PENANGGALAN,23
257,ULEE KARENG,19
258,SIMPANG KANAN,20
259,BABUL MAKMUR,12
260,LEMBAH SABIL,7
261,TRUMON TENGAH,9
262,MUARA BATU,5
263,BAKONGAN,9
264,LEUPUNG,11
265,SIMEULEU TENGAH,2
266,SUNGAI MAS,16
267,PINING (PINDING),8
268,NISAM ANTARA,5
269,SETIA BAKTI,14
270,KUTA RAJA,19
271,BANDA RAYA,19
272,LAPANG,5
273,KRUENG BARONA JAYA,11
274,SINGKIL UTARA,20
275,PUTRI BETUNG,8
276,PANTERAJA,1
277,TRUMON,9
278,PASIE RAJA,9
279,BAKONGAN TIMUR,9
280,SEMADAM,12
281,KUALA BARU,20
282,IDI TIMUR,4
283,SINGKIL,20
284,LANGSA BARAT,18
285,SINGKOHOR,20
286,ALAPAN (ALAFAN),2
287,LEMBAH SEULAWAH,11
288,PULAU BANYAK,20
289,TENGGULUN,10
290,PULAU-PULAU BATU TIMUR,24
291,PANYABUNGAN KOTA,25
292,SIEMPAT NEMPU,26
293,AEK NATAS,27
294,ADIAN KOTING,28
295,BOSAR MALIGAS,29
296,SALAPIAN,30
297,PERBAUNGAN,31
298,SAYUR MATINGGI,32
299,AEK SONGSONGAN,33
300,AEK LEDONG,33
301,PADANG BOLAK JULU,34
302,SOSOPAN,35
303,SIPIROK,32
304,TORGAMBA,36
305,PADANG BOLAK,34
306,PADANG SIDEMPUAN BATUNADUA,37
307,BALIGE,38
308,AEK NABARA BARUMUN,35
309,TUKKA,39
310,BARUS,39
311,LUMUT,39
312,LANGGA BAYU (LINGGA BAYU),25
313,SIABU,25
314,UJUNG PADANG,29
315,HULU SIHAPAS,34
316,ONAN GANJANG,40
317,SIHAPAS BARUMUN,35
318,SILANGKITANG,36
319,BATANG ANGKOLA,32
320,BATANG NATAL,25
321,SIBOLGA SELATAN,41
322,DOLOK,34
323,PORTIBI,34
324,MARBAU,27
325,BADIRI,39
326,DOLOK SIGOMPULON,34
327,TANO TOMBANGAN ANGKOLA,32
328,KUALUH HULU,27
329,AEK KUO,27
330,NA IX-X,27
331,LUBUK BARUMUN,35
332,AEK BILAH,32
333,AEK KUASAN,33
334,DOLOK SANGGUL,40
335,LEMBAH SORIK MERAPI,25
336,ANGKOLA BARAT (PADANG SIDEMPUAN),32
337,MARANCAR,32
338,PANYABUNGAN TIMUR,25
339,SIMANGUMBAN,28
340,PASARIBU TOBING,39
341,BANDAR PULAU,33
342,ANGKOLA SELATAN (SIAIS),32
343,LUMBAN JULU,38
344,POLLUNG,40
345,SIPAHUTAR,28
346,BATANG TORU,32
347,MEDANG DERAS,42
348,PANGURURAN,43
349,SIANTAR SELATAN,44
350,PANYABUNGAN SELATAN,25
351,RANTAU UTARA,45
352,TANJUNG MORAWA,46
353,ANGKOLA SANGKUNUR,32
354,PARMONANGAN,28
355,SIMANGAMBAT,34
356,SORKAM BARAT,39
357,BARUMUN TENGAH,35
358,TARUTUNG,28
359,SAIPAR DOLOK HOLE,32
360,SIANJUR MULA-MULA,43
361,PANDAN,39
362,BATANG LUBU SUTAM,35
363,PADANG SIDEMPUAN SELATAN,37
364,GAROGA,28
365,SOSA,35
366,HABINSARAN,38
367,BOR-BOR,38
368,ULU BARUMUN,35
369,DOLOK MERAWAN,31
370,GUNUNGSITOLI UTARA,47
371,LAHEWA,48
372,PULAU-PULAU BATU UTARA,24
373,AFULU,48
374,IDANO GAWO,49
375,AIR BATU,33
376,GEBANG,30
377,KUALA LEDONG (KUALUH LEIDONG),27
378,LIMAPULUH,42
379,AIR JOMAN,33
380,KAMPUNG RAKYAT,36
381,MERANTI,33
382,TELUK DALAM,33
383,SINUNUKAN,25
384,PANAI HULU,45
385,BIRU-BIRU,46
386,TIGA PANAH,50
387,MEREK,50
388,GIDO,49
389,ULU PUNGKUT,25
390,HUTA RAJA TINGGI,35
391,TAPIAN NAULI,39
392,TUHEMBERUA,48
393,PANGKALAN SUSU,30
394,SEI LEPAN,30
395,SAWIT SEBERANG,30
396,SIRAPIT (SERAPIT),30
397,ULUSUSUA,24
398,AMANDRAYA,24
399,BUNTU PANE,33
400,PINTU POHAN MERANTI,38
401,SIDAMANIK,29
402,SIMANINDO,43
403,PAKKAT,40
404,PORSEA,38
405,RAYA KAHEAN,29
406,ULUNOYO,24
407,LOLOFITU MOI,51
408,UMBUNASI,24
409,KUTA BULUH,50
410,MEDAN AMPLAS,52
411,PERCUT SEI TUAN,46
412,LOLOWAU,24
413,ALASA,48
414,HILISALAWA\AHE (HILISALAWAAHE),24
415,SIBABANGUN,39
416,MEDAN POLONIA,52
417,TAMBANGAN,25
418,SIBOLGA UTARA,41
419,LAHUSA,24
420,SIMPANG EMPAT,33
421,PERGETTENG GETTENG SENGKUT,53
422,STABAT,30
423,PANTAI CERMIN,31
424,ARAMO,24
425,BERINGIN,46
426,DOLOK MASIHUL,31
427,AIR PUTIH,42
428,MUARA,28
429,ARSE,32
430,BARUMUN,35
431,LAGUBOTI,38
432,TANJUNG BALAI,33
433,MEDAN SELAYANG,52
434,SIANTAR TIMUR,44
435,MA\U,49
436,MEDAN MAIMUN,52
437,GUNUNGSITOLI IDANOI,47
438,HILI SERANGKAI (HILISARANGGU),49
439,GOMO,24
440,MEDAN SUNGGAL,52
441,MEDAN BARU,52
442,TEBING TINGGI KOTA,54
443,TANJUNG TIRAM,42
444,PANAI TENGAH,45
445,MEDAN BELAWAN KOTA,52
446,TANJUNG BERINGIN,31
447,PANTAI LABU,46
448,PADANG HILIR,54
449,BANGUN PURBA,46
450,SINEMBAH TANJUNG MUDA HULU,46
451,JORLANG HATARAN,29
452,PANEI,29
453,RAYA,29
454,BANDAR HULUAN,29
455,JAWA MARAJA BAH JAMBI,29
456,TANAH JAWA,29
457,SIANTAR SITALASARI,44
458,BANDAR,29
459,SILOU KAHEAN,29
460,SERBA JADI,31
461,TEBING TINGGI,31
462,DOLOK BATU NANGGAR,29
463,SIBORONG-BORONG,28
464,HUTA BAYU RAJA,29
465,TEBING SYAHBANDAR,31
466,LOTU,48
467,SEI DADAP,33
468,SIPISPIS,31
469,TANJUNGPURA,30
470,SIRANDORUNG,39
471,SILIMA PUNGGA-PUNGGA,26
472,SIEMPAT NEMPU HULU,26
473,BATANG KUIS,46
474,LUBUK PAKAM,46
475,RANTAU SELATAN,45
476,SEI BAMBAN,31
477,KUALA,30
478,BAWOLATO,49
479,HALONGONAN,34
480,NATAL,25
481,MANDREHE UTARA,51
482,PULAU-PULAU BATU,24
483,BOTOMUZOI,49
484,BORONADU,24
485,O\O\U (OOU),24
486,SIROMBU,51
487,TANAH MASA,24
488,SIBOLANGIT,46
489,SITELLU TALI URANG JEHE,53
490,KOTARIH,31
491,DOLOK PANRIBUAN,29
492,PAGAR MERBAU,46
493,MUARA BATANG TORU,32
494,PEGAGAN HILIR,26
495,GALANG,46
496,BILAH BARAT,45
497,KUALUH SELATAN,27
498,BINTANG BAYU,31
499,GUNUNG MALIGAS,29
500,PEMATANG SIDAMANIK,29
