id,nama_kecamatan,kota_id
2298,NUSAHERANG,166
2299,PAMIJAHAN,171
2300,CIATER,169
2301,KARANGNUNGGAL,167
2302,SUSUKAN LEBAK,160
2303,CIAWIGEBANG,166
2304,CIMAHI UTARA,178
2305,ASTANA ANYAR,161
2306,CIBEBER,175
2307,SUKAMAKMUR,171
2308,SUKARESMI,175
2309,TANAH SEREAL,171
2310,GUNUNG SINDUR,171
2311,BOJONGLOA KIDUL,161
2312,TANJUNGJAYA,167
2313,CIBALONG,167
2314,CIJERUK,171
2315,SAGARANTEN,162
2316,CIBARUSAH,172
2317,CIBATU,173
2318,CIBATU,170
2319,CIKALONG,167
2320,CIMAHI SELATAN,178
2321,KIARAPEDES,170
2322,IBUN,161
2323,CIEMAS,162
2324,GUNUNG GURUH,162
2325,TRISI / TERISI,164
2326,PATOKBEUSI,169
2327,CIMEUNYAN,161
2328,CIMALAKA,163
2329,CIBEUREUM,166
2330,KERTASARI,161
2331,SUKAMANTRI,168
2332,JATINANGOR,163
2333,KAWALU,167
2334,CILAKU,175
2335,CIBINONG,171
2336,CILEUNYI,161
2337,TENJOLAYA,171
2338,CIBIUK,173
2339,CIRANJANG,175
2340,CIKAJANG,173
2341,LEMBANG,177
2342,PACET,175
2343,PASIRJAMBU,161
2344,RUMPIN,171
2345,DARMARAJA,163
2346,PANCATENGAH,167
2347,CIDAUN,175
2348,UJUNGJAYA,163
2349,PARUNG PANJANG,171
2350,RANCAKALONG,163
2351,TAROGONG KIDUL,173
2352,CIBITUNG,172
2353,PASAWAHAN,166
2354,SIMPENAN,162
2355,CIBEUNYING KIDUL,161
2356,SAGALAHERANG,169
2357,CICANTAYAN,162
2358,CIKARANG PUSAT,172
2359,PURABAYA,162
2360,CINGAMBUL,165
2361,PASAWAHAN,170
2362,CIDOLOG,168
2363,CIDOLOG,162
2364,CIGALONTANG,167
2365,CISALAK,169
2366,SUCINARAJA,173
2367,CIBEUNYING KALER,161
2368,SUBANG,169
2369,BLUBUR LIMBANGAN,173
2370,MANGKUBUMI,167
2371,CIBALONG,173
2372,SELAAWI,173
2373,LURAGUNG,166
2374,PAMULIHAN,163
2375,UJUNG BERUNG,161
2376,PASEH,161
2377,CISITU,163
2378,SINGAJAYA,173
2379,PASALEMAN,160
2380,MARGAASIH,161
2381,PARONGPONG,177
2382,SUKANAGARA,175
2383,CIKALONGKULON,175
2384,TEGALWARU,159
2385,CIHAMPELAS,177
2386,KARANGKANCANA,166
2387,CIMANGGUNG,163
2388,CIKANCUNG,161
2389,BANDUNG WETAN,161
2390,CIHAURBEUTI,168
2391,CISOMPET,173
2392,HAURWANGI,175
2393,CIHURIP,173
2394,TANJUNGSARI,163
2395,MANIIS,170
2396,BUAHBATU (MARGACINTA),161
2397,MEKARMUKTI,173
2398,CINIRU,166
2399,SERANGPANJANG,169
2400,JATIGEDE,163
2401,SINGAPARNA,167
2402,CIKADU,175
2403,CISAYONG,167
2404,KADUDAMPIT,162
2405,CIKAKAK,162
2406,TAWANG,167
2407,CIKALONG WETAN,177
2408,CILAMAYA WETAN,159
2409,SIDAMULIH,174
2410,SODONGHILIR,167
2411,CIKAMPEK,159
2412,KOTABARU,159
2413,GARAWANGI,166
2414,CILEBAR,159
2415,CIRACAP,162
2416,TANJUNGMEDAR,163
2417,CIKARANG UTARA,172
2418,CISEWU,173
2419,WADO,163
2420,CIKAUM,169
2421,PACET,161
2422,CIKARANG BARAT,172
2423,DEPOK,160
2424,KADUNGORA,173
2425,GEMPOL,160
2426,CIKOLE,162
2427,CITAMIANG,162
2428,GANEAS,163
2429,CIKONENG,168
2430,LEMBURSITU,162
2431,TEMPURAN,159
2432,PADAKEMBANG,167
2433,LENGKONG,162
2434,TAPOS,158
2435,SERANG BARU,172
2436,CILAWU,173
2437,CILENGKRANG,161
2438,SUKAJAYA,171
2439,CILEUNGSI,171
2440,DARANGDAN,170
2441,CILODONG,158
2442,TAROGONG KALER,173
2443,PUSPAHIANG,167
2444,SUKALARANG,162
2445,CIPICUNG,166
2446,GEDEBAGE,161
2447,GARUT KOTA,173
2448,MUSTIKA JAYA,172
2449,KARANGPAWITAN,173
2450,CINERE,158
2451,SOREANG,161
2452,PANGKALAN,159
2453,SAMARANG,173
2454,SUKARESMI,173
2455,WANARAJA,173
2456,PAGERAGEUNG,167
2457,CISARUA,177
2458,PANYILEUKAN,161
2459,CIBIRU,161
2460,COBLONG,161
2461,PURWAKARTA,170
2462,RANCASARI,161
2463,HAURGEULIS,164
2464,KALIMANGGIS,166
2465,LEUWIMUNDING,165
2466,CIPATAT,177
2467,MEGAMENDUNG,171
2468,CIKARANG TIMUR,172
2469,CIPEDES,167
2470,SUKAJADI,161
2471,JAYAKERTA,159
2472,MANDIRANCAN,166
2473,SUKASARI,170
2474,CIMANGGIS,158
2475,ARCAMANIK,161
2476,SUKARAJA,162
2477,KARANG JAYA,167
2478,TAJURHALANG,171
2479,CITEUREUP,171
2480,KAWALI,168
2481,CIDADAP,161
2482,JATIWARAS,167
2483,LEMAHABANG,159
2484,CIWIDEY,161
2485,COMPRENG,169
2486,JUNTINYUAT,164
2487,PANCALANG,166
2488,RAJAPOLAH,167
2489,PANCORAN MAS,158
2490,PAKENJENG,173
2491,GEBANG,160
2492,PEDES,159
2493,KESAMBI,160
2494,KRANGKENG,164
2495,LEUWIGOONG,173
2496,GREGED (GREGET),160
2497,SLIYEG,164
2498,PAGADEN,169
2499,KASOKANDEL,165
2500,PAMULIHAN,173
