id,nama_kecamatan,kota_id
6736,KWIKMA,456
6737,YATAMO,440
6738,PANAGA,442
6739,SOTA,458
6740,YOGOSEM,456
6741,WERIMA,456
6742,MAIMA,445
6743,SUPIORI UTARA,461
6744,YANIRUMA,455
6745,FIRIWAGE,455
6746,UMAGI,442
6747,KILMID,447
6748,YUNERI,442
6749,NABUNAGE,442
6750,GESELMA (GESELEMA),447
6751,WUSI,447
6752,KOROPTAK,447
6753,SURU SURU,456
6754,WAKUWO,442
6755,TAGIME,445
6756,BONGGO TIMUR,457
6757,KURIK,458
6758,MIMIKA BARU,454
6759,NAPUA,445
6760,HERAM,439
6761,PRONGGOLI (PROGGOLI),456
6762,ITLAY HISAGE,445
6763,MUGI,456
6764,SOBA,456
6765,HEREAPINI (HEREANINI),456
6766,UBALIHI,456
6767,MEGABILIS (MEGAMBILIS),463
6768,MIMIKA TIMUR,454
6769,ANGGRUK,456
6770,MUARA TAMI,439
6771,KOSAREK,456
6772,WALMA,456
6773,HUBIKOSI (HOBIKOSI),445
6774,POOM,449
6775,KAPTEL,458
6776,WAROPKO,455
6777,SIEPKOSI,445
6778,WALELAGAMA,445
6779,SUKIKAI SELATAN,437
6780,KOUH,455
6781,KONA,456
6782,WAPOGA,453
6783,KAPIRAYA,459
6784,YAPEN UTARA,449
6785,NINATI,455
6786,WAAN,458
6787,WOUMA,445
6788,ARSO TIMUR,460
6789,LIBAREK,445
6790,NENGGEAGIN,447
6791,OKLIP,444
6792,NAUKENJERAI,458
6793,BAMGI,441
6794,BOWOBADO,459
6795,KORAGI,445
6796,OKHIKA,444
6797,MASIREI,452
6798,OKSEBANG,444
6799,AIRGARAM,442
6800,MENOU,453
6801,SEMANGGA,458
6802,MOLAGALOME,445
6803,KAUREH,439
6804,PASEMA,456
6805,WUTPAGA,447
6806,YENGGELO,447
6807,ORKERI,448
6808,NAPAN,453
6809,KI,455
6810,MOFINOP,444
6811,SERAMBAKON,444
6812,SENGGI,460
6813,PIJA,447
6814,NGGUTI (NGGUNTI),458
6815,WAROPEN BAWAH,452
6816,RAVENIRARA,439
6817,JITA,454
6818,JOERAT,438
6819,MBUA TENGAH,447
6820,POPUGOBA,445
6821,AYAU,464
6822,RANSIKI,465
6823,MANOKWARI SELATAN,466
6824,BURUWAY,467
6825,AYAMARU JAYA,468
6826,KOKODA UTARA,469
6827,TELUK PATIPI,470
6828,MENYAMBOUW (MINYAMBOUW),471
6829,AYAMARU,468
6830,AITINYO,468
6831,SENOPI,472
6832,TELUK ARGUNI ATAS,467
6833,TEMINABUAN,469
6834,MIYAH (MEYAH),472
6835,AIFAT TIMUR TENGAH,468
6836,CATUBOUW,471
6837,AIFAT TIMUR,468
6838,AIMAS,473
6839,PRAFI,466
6840,AIFAT TIMUR JAUH,468
6841,AIFAT,468
6842,MANOKWARI TIMUR,466
6843,FAKFAK TENGAH,470
6844,TELUK DUAIRI (WASIOR UTARA),474
6845,KEBAR,472
6846,ORANSBARI,465
6847,SAWIAT,469
6848,MANOKWARI BARAT,466
6849,WAMESA,474
6850,KURI WAMESA,474
6851,BATANTA SELATAN,464
6852,BABO,475
6853,MERDEY,475
6854,KOKAS,470
6855,WAIGEO UTARA,464
6856,KARAS,470
6857,SURUREY,471
6858,TEMBUNI,475
6859,ARANDAY,475
6860,MAYAMUK,473
6861,KOKODA,469
6862,MEOS MANSAR,464
6863,BATANTA UTARA,464
6864,MUBRANI,472
6865,BINTUNI,475
6866,HINGK,471
6867,AROBA,475
6868,AYAMARU SELATAN JAYA,468
6869,TIPLOL MAYALIBIT,464
6870,NENEY (NENEI),465
6871,TESTEGA,471
6872,MANOKWARI UTARA,466
6873,MAKBON,473
6874,FEF (PEEF),472
6875,AIFAT SELATAN,468
6876,MASNI,466
6877,AITINYO UTARA,468
6878,AYAMARU UTARA,468
6879,AITINYO TENGAH,468
6880,TAIGE,471
6881,MANIMERI,475
6882,MISOOL TIMUR,464
6883,KOFIAU,464
6884,ANGGI,471
6885,AIFAT UTARA,468
6886,TANAH RUBUH,466
6887,KLAWAK,473
6888,WAYER,469
6889,BERAUR,473
6890,KRAMONGMONGGA (KRAMAMONGGA),470
6891,KAMBRAW (KAMBERAU),467
6892,MARE,468
6893,TELUK ETNA,467
6894,YEMBUN,472
6895,SYUJAK,472
6896,KONDA,469
6897,MOSKONA SELATAN,475
6898,MAYADO,475
6899,KWOOR,472
6900,SAYOSA,473
6901,MARE SELATAN,468
6902,AYAMARU TENGAH,468
6903,MATEMANI,469
6904,FOKOUR,469
6905,KAIS (MATEMANI KAIS),469
6906,WAIGEO BARAT,464
6907,KAMUNDAN,475
6908,MISOOL BARAT,464
6909,SAUSAPOR,472
6910,AMBERBAKEN,472
6911,WARWABOMI,464
6912,KOTA WAISAI,464
6913,SAIFI,469
6914,KLABOT,473
6915,MOSWAREN,469
6916,BOMBARAI (BOMBERAY),470
6917,AYAMARU BARAT,468
6918,DIDOHU,471
6919,KAIMANA,467
6920,DATARAN BEIMES,475
6921,MISOOL SELATAN,464
6922,MAUDUS,473
6923,MORAID,472
6924,MOMI WAREN,465
6925,DATARAN ISIM,465
6926,WARMARE,466
6927,KEPULAUAN AYAU,464
6928,WASIOR,474
6929,SUPNIN,464
6930,FAKFAK,470
6931,SALAWATI SELATAN,473
6932,SORONG KEPULAUAN,473
6933,TELUK ARGUNI BAWAH (YERUSI),467
6934,TOMU,475
6935,BISCOOP,475
6936,AITINYO RAYA,468
6937,AYAMARU TIMUR,468
6938,AYAMARU TIMUR SELATAN,468
6939,AITINYO BARAT,468
6940,MISOOL (MISOOL UTARA),464
6941,SUMURI (SIMURI),475
6942,AYAMARU UTARA TIMUR,468
6943,WAIGEO SELATAN,464
6944,FAFURWAR (IRORUTU),475
6945,WAIGEO BARAT KEPULAUAN,464
6946,KLAMONO,473
6947,SEGUN,473
6948,SORONG TIMUR,473
6949,SEREMUK,469
6950,YAMOR,467
6951,AYAMARU SELATAN,468
6952,MOSKONA TIMUR,475
6953,MEMBEY,471
6954,ROON,474
6955,MOSKONA UTARA,475
6956,NAIKERE (WASIOR BARAT),474
6957,RUMBERPON,474
6958,RASIEI,474
6959,INANWATAN (INAWATAN),469
6960,MOSKONA BARAT,475
6961,WONDIBOY (WASIOR SELATAN),474
6962,ANGGI GIDA,471
6963,SALAWATI UTARA (SAMATE),464
6964,SIDEY,466
6965,FAKFAK TIMUR,470
6966,SALAWATI BARAT,464
6967,MASYETA,475
6968,TELUK MAYALIBIT,464
6969,SALAWATI TENGAH,464
6970,SORONG,473
6971,SOUG JAYA,474
6972,TAHOTA (TOHOTA),465
6973,SEGET,473
6974,SALAWATI,473
6975,FAKFAK BARAT,470
6976,SORONG BARAT,473
6977,MARIAT,473
6978,MOISEGEN,473
6979,SORONG UTARA,473
6980,SORONG MANOI,473
6981,KLASO,473
6982,KLAYILI,473
6983,TUHIBA,475
6984,NIKIWAR,474
6985,AIFAT TIMUR SELATAN,468
6986,WAMESA (IDOOR),475
6987,WERIAGAR,475
6988,KURI,475
6989,KEPULAUAN SEMBILAN,464
6990,WAIGEO TIMUR,464
6991,WINDESI,474
6992,KAITARO,475
6993,ABUN,472
6994,ROSWAR,474
