id,nama_kecamatan,kota_id
6225,SAPARUA TIMUR,419
6226,WETAR BARAT,421
6227,DAWELOR DAWERA,421
6228,LILIALY,423
6229,TELUK KAIELY,423
6230,MOA LAKOR,421
6231,KAIRATU BARAT,418
6232,TANIMBAR UTARA,416
6233,PULAU DULLAH SELATAN,426
6234,PULAU LAKOR,421
6235,KEI BESAR SELATAN,417
6236,SERAM UTARA TIMUR KOBI,419
6237,KISAR UTARA,421
6238,SALAHUTU,419
6239,TELUK ELPAPUTIH,419
6240,KEI KECIL BARAT,417
6241,PULAU TAYANDO TAM,426
6242,JAILOLO,427
6243,IBU SELATAN,427
6244,TIDORE UTARA,428
6245,PULAU TERNATE,429
6246,MOROTAI SELATAN,430
6247,TALIABU UTARA,431
6248,OBI,432
6249,SAHU TIMUR,427
6250,WEDA SELATAN,433
6251,IBU,427
6252,WASILE TIMUR,434
6253,JAILOLO SELATAN,427
6254,KAYOA UTARA,432
6255,WASILE SELATAN,434
6256,MANDIOLI UTARA,432
6257,OBA TENGAH,428
6258,TERNATE UTARA (KOTA),429
6259,OBA UTARA,428
6260,KAO TELUK,435
6261,GANE TIMUR,432
6262,OBI BARAT,432
6263,BACAN,432
6264,LOLODA UTARA,435
6265,MOROTAI SELATAN BARAT,430
6266,IBU UTARA,427
6267,MOROTAI JAYA,430
6268,LOLODA,427
6269,KASIRUTA BARAT,432
6270,MANGOLI SELATAN,431
6271,GANE BARAT SELATAN,432
6272,BACAN TIMUR,432
6273,MABA TENGAH,434
6274,MABA,434
6275,MANDIOLI SELATAN,432
6276,TALIABU SELATAN,431
6277,KAO BARAT,435
6278,KAYOA,432
6279,KEPULAUAN BOTANGLOMANG,432
6280,SANANA UTARA,431
6281,PATANI,433
6282,GALELA SELATAN,435
6283,OBA,428
6284,SULABESI TIMUR,431
6285,SAHU,427
6286,MALIFUT,435
6287,GANE BARAT,432
6288,PATANI BARAT,433
6289,GALELA,435
6290,TERNATE SELATAN (KOTA),429
6291,WASILE,434
6292,GANE BARAT UTARA,432
6293,SULABESI TENGAH,431
6294,TALIABU TIMUR SELATAN,431
6295,MOROTAI UTARA,430
6296,GALELA UTARA,435
6297,TALIABU BARAT LAUT,431
6298,KAO,435
6299,BACAN TIMUR TENGAH,432
6300,MABA SELATAN,434
6301,PULAU BATANG DUA,429
6302,PATANI UTARA,433
6303,TOBELO BARAT,435
6304,GANE TIMUR TENGAH,432
6305,KAO UTARA,435
6306,MAKIAN BARAT (PULAU MAKIAN),432
6307,OBI SELATAN,432
6308,TALIABU BARAT,431
6309,WASILE TENGAH,434
6310,KAYOA BARAT,432
6311,WASILE UTARA,434
6312,MOROTAI TIMUR,430
6313,MANGOLI TENGAH,431
6314,OBI UTARA,432
6315,LOLODA KEPULAUAN,435
6316,MAKIAN (PULAU MAKIAN),432
6317,BACAN SELATAN,432
6318,MANGOLI BARAT,431
6319,TIDORE SELATAN,428
6320,GALELA BARAT,435
6321,PULAU HIRI,429
6322,MABA UTARA,434
6323,WEDA UTARA,433
6324,TIDORE TIMUR (PULAU TIDORE),428
6325,TOBELO SELATAN,435
6326,PULAU GEBE,433
6327,SANANA,431
6328,MANGOLI UTARA,431
6329,WEDA,433
6330,MOTI (PULAU MOTI),429
6331,TIDORE (PULAU TIDORE),428
6332,SULABESI SELATAN,431
6333,GANE TIMUR SELATAN,432
6334,TERNATE TENGAH (KOTA),429
6335,TOBELO,435
6336,BACAN BARAT UTARA,432
6337,TOBELO TIMUR,435
6338,KEPULAUAN JORONGA,432
6339,TOBELO UTARA,435
6340,OBA SELATAN,428
6341,BACAN BARAT,432
6342,KASIRUTA TIMUR,432
6343,SULABESI BARAT,431
6344,TOBELO TENGAH,435
6345,MANGOLI TIMUR,431
6346,MANGOLI UTARA TIMUR,431
6347,OBI TIMUR,432
6348,WEDA TENGAH,433
6349,KAYOA SELATAN,432
6350,LEDE,431
6351,BACAN TIMUR SELATAN,432
6352,KOTA MABA,434
6353,TALIABU TIMUR,431
6354,ABENAHO,436
6355,MAPIA,437
6356,UNIR SIRAU,438
6357,EBUNGFAU (EBUNGFA),439
6358,ARADIDE,440
6359,CITAKMITAK,441
6360,BEWANI,442
6361,ABEPURA,439
6362,KUARI,442
6363,ILU,443
6364,BOKONERI,442
6365,OKBIBAB,444
6366,ASSUE,441
6367,PIRAMID,445
6368,MAPIA BARAT,437
6369,ABOY,444
6370,POGA,446
6371,INIKGAL,447
6372,BATOM,444
6373,MUSATFAK,445
6374,LI ANOGOMMA,442
6375,KURULU,445
6376,USILIMO,445
6377,FAYIT,438
6378,SAMOFA,448
6379,MAPIA TENGAH,437
6380,KEPULAUAN AMBAI,449
6381,YENDIDORI,448
6382,BIAK TIMUR,448
6383,PASSUE,441
6384,AGADUGUME,450
6385,KAI,442
6386,WESAPUT,445
6387,SAWA ERMA,438
6388,HOMEO (HOMEYO),451
6389,TINGGINAMBUT,443
6390,EKADIDE,440
6391,NAMBIOMAN BAPAI (MAMBIOMAN),441
6392,KEMBU,442
6393,AWEKU,442
6394,AGISIGA,451
6395,GOME,450
6396,POGOMA,450
6397,WADANGKU,445
6398,KEMTUK,439
6399,INGGERUS,452
6400,WONAWA,449
6401,SIRIWO,453
6402,MIMIKA BARAT JAUH,454
6403,BOMAKIA,455
6404,PANIAI TIMUR,440
6405,MIMIKA TIMUR TENGAH,454
6406,PISUGI,445
6407,KOPAY,438
6408,WANGBE,450
6409,YALENGGA,445
6410,ASOTIPO,445
6411,BUGI,445
6412,KURIMA,456
6413,TELUK KIMI,453
6414,APAWER HULU,457
6415,RAIMBAWI,449
6416,ANGKAISERA,449
6417,SUBUR,455
6418,SURU-SURU,438
6419,JETSY,438
6420,MIMIKA BARAT TENGAH,454
6421,AKAT,438
6422,SINAK,450
6423,WINA,442
6424,OKSIBIL,444
6425,OKBAPE,444
6426,DIRWEMNA (DIRUWENA),456
6427,YAUR,453
6428,JIGONIKME,443
6429,OKABA,458
6430,ALAMA,447
6431,PELEBAGA,445
6432,TANGMA,456
6433,ALEMSOM,444
6434,KREPKURI,447
6435,KAYO,456
6436,BOGONUK,442
6437,YAMO,443
6438,APALAPSILI,436
6439,LANGDA,456
6440,GEYA,442
6441,WITA WAYA,445
6442,WOLLO (WOLO),445
6443,ELELIM,436
6444,OKSOP,444
6445,DER KOUMUR,438
6446,HAJU,441
6447,TIGI,459
6448,SUATOR,438
6449,MIMIKA TIMUR JAUH,454
6450,WARSA,448
6451,ATSY  /  ATSJ,438
6452,MIMIKA BARAT (MIBAR),454
6453,KAIBAR,441
6454,KOSIWO,449
6455,DANIME,442
6456,BRUYADORI,448
6457,WELAREK,436
6458,YUKO,442
6459,FAWI,443
6460,TORERE,443
6461,DEMTA,439
6462,SESNUK,455
6463,KOROPUN (KORUPUN),456
6464,YAHULIAMBUT,456
6465,WEB,460
6466,UKHA,456
6467,YAKOMI,441
6468,WARIS,460
6469,BENAWA,436
6470,KARUBAGA,442
6471,MANDOBO,455
6472,PANTAI TIMUR BARAT,457
6473,TELUK AMPIMOI,449
6474,BIAK BARAT,448
6475,SARMI SELATAN,457
6476,KOMBUT,455
6477,MULIA,443
6478,AMUMA,456
6479,AGIMUGA,454
6480,TANAH MIRING,458
6481,SUPIORI BARAT,461
6482,SAWAI,462
6483,YAPEN SELATAN,449
6484,ANAWI,442
6485,MUTING,458
6486,POIRU,448
6487,BIAK UTARA,448
6488,PULAU KURUDU,449
6489,SWANDIWE,448
6490,MINDIPTANA,455
6491,KOBAKMA,463
6492,KUYAWAGE,446
6493,BIANDOGA,451
6494,ORIDEK,448
6495,JAIR,455
6496,JAGEBOB,458
6497,BIAK KOTA,448
6498,MAMBERAMO TENGAH,462
6499,MOBA,447
6500,TRIKORA,445
