id,nama_kecamatan,kota_id
3736,GRATI,227
3737,SUMBER JAMBE,222
3738,JATIBANTENG,220
3739,CURAHDAMI,229
3740,KANIGARAN,225
3741,RAMBIPUJI,222
3742,KOTA ANYAR,225
3743,GRUJUGAN,229
3744,GUCIALIT,231
3745,KENDAL,241
3746,KEBOMAS,215
3747,WAGIR,232
3748,NGULING,227
3749,DANDER,228
3750,WONOKROMO,221
3751,TANGGUL,222
3752,YOSOWILANGUN,231
3753,TEGALSARI,226
3754,KREJENGAN,225
3755,PAPAR,216
3756,ROWOKANGKUNG,231
3757,SITUBONDO,220
3758,TRENGGALEK,244
3759,PUCANGLABAN,237
3760,LOWOKWARU,232
3761,TAMBAK,215
3762,DLANGGU,238
3763,DOKO,233
3764,NGASEM,216
3765,PURWOSARI,228
3766,SENDANG,237
3767,KUNIR,231
3768,KEMBANGBAHU,235
3769,TEGALSARI,221
3770,DRINGU,225
3771,NGUNTORONADI,230
3772,DUKUH PAKIS,221
3773,GAYUNGAN,221
3774,SUKORAMBI,222
3775,TAMBAKSARI,221
3776,MULYOREJO,221
3777,LEMBEYAN,230
3778,WATULIMO,244
3779,KREMBANGAN,221
3780,KLAKAH,231
3781,WATES,216
3782,TAKERAN,230
3783,SUKOSEWU,228
3784,GENTENG,221
3785,MANDING,219
3786,DAU,232
3787,UMBULSARI,222
3788,GEDANGAN,232
3789,KEREK,243
3790,MAESAN,229
3791,GAMBIRAN,226
3792,PAGERWOJO,237
3793,GAMPENGREJO,216
3794,SURUH,244
3795,PAGAK,232
3796,WONODADI,233
3797,GANDUSARI,244
3798,SILO,222
3799,GAYAM,219
3800,MOJOANYAR,238
3801,SUKOLILO,221
3802,KUTOREJO,238
3803,TEGALOMBO,236
3804,TUREN,232
3805,PAJARAKAN,225
3806,SUMBER BARU,222
3807,TULANGAN,234
3808,SEMPU,226
3809,SINE,241
3810,REMBANG,227
3811,MARGOMULYO,228
3812,PAKISAJI,232
3813,GENTENG,226
3814,TAMAN KROCOK,229
3815,GERIH,241
3816,PANTI,222
3817,GONDANG,228
3818,NAWANGAN,236
3819,NGEBEL,240
3820,SUMBERSUKO,231
3821,JAMBE SARI DARUS SHOLAH,229
3822,MAOSPATI,230
3823,GUNUNGANYAR,221
3824,WONOTIRTO,233
3825,SUDIMORO,236
3826,TAJINAN,232
3827,JAMBANGAN,221
3828,PASRUJAMBE / PASUJAMBE,231
3829,SELOPURO,233
3830,KROMENGAN,232
3831,SEMPOL,229
3832,PUSPO,227
3833,MAYANGAN,225
3834,SUMBERPUCUNG,232
3835,MANTINGAN,241
3836,MODO,235
3837,KURIPAN,225
3838,JELBUK,222
3839,KALIWATES,222
3840,JENANGAN,240
3841,TANGGUNG GUNUNG,237
3842,SUKAPURA,225
3843,PULE,244
3844,JOMBANG,222
3845,WONOASIH,225
3846,KEDOPOK (KEDOPAK),225
3847,WONOMERTO,225
3848,KADEMANGAN,225
3849,RUNGKUT,221
3850,KALIANGET,219
3851,TAMANAN,229
3852,TEGALDLIMO,226
3853,BANYUWANGI,226
3854,BENOWO,221
3855,PESANGGARAN,226
3856,KARTOHARJO,239
3857,SIMOKERTO,221
3858,MASALEMBU,219
3859,LEDOKOMBO,222
3860,TEGALAMPEL,229
3861,TEKUNG,231
3862,MUMBULSARI,222
3863,KARANGPILANG,221
3864,PURWOREJO,227
3865,MANTUP,235
3866,WRINGIN ANOM,215
3867,TENGGILIS MEJOYO,221
3868,SUKOSARI,229
3869,POHJENTREK,227
3870,MANGUHARJO,239
3871,WILANGAN,242
3872,MANGARAN,220
3873,MAYANG,222
3874,WATES,233
3875,BATU,245
3876,NONGGUNONG,219
3877,PRONOJIWO,231
3878,SAPEKEN,219
3879,SEMBORO,222
3880,SUKOMANUNGGAL,221
3881,SUMBER WRINGIN,229
3882,JATIUWUNG,246
3883,TIRTAYASA,247
3884,MENES,248
3885,JAMBE,246
3886,CIKULUR,249
3887,ANGSANA,248
3888,MANCAK,247
3889,ANYAR,247
3890,PULO AMPEL,247
3891,CIBADAK,249
3892,KALANGANYAR,249
3893,KORONCONG,248
3894,JIPUT,248
3895,TELUKNAGA,246
3896,KOPO,247
3897,PANDEGLANG,248
3898,BANDUNG,247
3899,LEGOK,246
3900,SETU,250
3901,TANGERANG,246
3902,PATIA,248
3903,CIKEUDAL (CIKEDAL),248
3904,SINDANG JAYA,246
3905,CIRINTEN,249
3906,CILEGON,251
3907,CIKANDE,247
3908,KRONJO,246
3909,BALARAJA,246
3910,PAGELARAN,248
3911,PAMULANG,250
3912,BANJAR,248
3913,SAJIRA,249
3914,LEBAKGEDONG,249
3915,CIWANDAN,251
3916,CIPOCOK JAYA,247
3917,CARITA,248
3918,PULOSARI,248
3919,CILELES,249
3920,KADUHEJO,248
3921,WARUNGGUNUNG,249
3922,CIKEUSAL,247
3923,TIGARAKSA,246
3924,CINANGKA,247
3925,KASEMEN,247
3926,MAUK,246
3927,CIGEULIS,248
3928,LABUAN,248
3929,BOJONG,248
3930,KIBIN,247
3931,BAROS,247
3932,PADARINCANG,247
3933,CIHARA,249
3934,BATUCEPER,246
3935,CIMANUK,248
3936,CIMANGGU,248
3937,CIPEUCANG,248
3938,BAYAH,249
3939,CIRUAS,247
3940,WANASALAM,249
3941,BENDA,246
3942,KOSAMBI,246
3943,KELAPA DUA,246
3944,SUKAMULYA,246
3945,TANARA,247
3946,BANJARSARI,249
3947,WARINGIN KURUNG,247
3948,CURUG,246
3949,MAJA,249
3950,PAMARAYAN,247
3951,CIPANAS,249
3952,BINUANG,247
3953,CIKUPA,246
3954,SOBANG,248
3955,BOJONEGARA,247
3956,TUNJUNG TEJA,247
3957,KARAWACI,246
3958,LEUWIDAMAR,249
3959,PETIR,247
3960,GUNUNG KENCANA,249
3961,CISOKA,246
3962,BOJONGMANIK,249
3963,SINDANGRESMI,248
3964,JAWILAN,247
3965,LEBAK WANGI,247
3966,MALINGPING,249
3967,PAKUHAJI,246
3968,SUKADIRI,246
3969,SERPONG,250
3970,CIBEBER,251
3971,PICUNG,248
3972,CADASARI,248
3973,CURUGBITUNG,249
3974,CARENANG (CERENANG),247
3975,CIPUTAT TIMUR,250
3976,CIOMAS,247
3977,PANONGAN,246
3978,SAKETI,248
3979,CIJAKU,249
3980,CIBALIUNG,248
3981,CISATA,248
3982,PANGGARANGAN,249
3983,CILOGRANG,249
3984,CIBEBER,249
3985,GUNUNG KALER,246
3986,MUNJUL,248
3987,CIBODAS,246
3988,CISAUK,246
3989,CIGEMBLONG,249
3990,SUKARESMI,248
3991,PAGEDANGAN,246
3992,KARANG TANJUNG,248
3993,WALANTAKA,247
3994,SUMUR,248
3995,GUNUNGSARI,247
3996,MEKAR BARU,246
3997,RANGKASBITUNG,249
3998,CIKEUSIK,248
3999,CIBITUNG,248
4000,JAYANTI,246
