id,nama_kecamatan,kota_id
4001,MUNCANG,249
4002,SOLEAR,246
4003,MANDALAWANGI,248
4004,MAJASARI,248
4005,CURUG,247
4006,SOBANG,249
4007,TAKTAKAN,247
4008,CIMARGA,249
4009,SERANG,247
4010,LARANGAN,246
4011,CIPUTAT,250
4012,PINANG (PENANG),246
4013,CIPONDOH,246
4014,KRAGILAN,247
4015,CITANGKIL,251
4016,PANIMBANG,248
4017,PABUARAN,247
4018,RAJEG,246
4019,PONTANG,247
4020,PERIUK,246
4021,JOMBANG,251
4022,PASAR KEMIS,246
4023,SEPATAN TIMUR,246
4024,GEROGOL,251
4025,KRAMATWATU,247
4026,SERPONG UTARA,250
4027,KRESEK,246
4028,PONDOK AREN,250
4029,MEKARJAYA,248
4030,KEMIRI,246
4031,NEGLASARI,246
4032,KARANG TENGAH,246
4033,SEPATAN,246
4034,PURWAKARTA,251
4035,PULOMERAK,251
4036,CILEDUG,246
4037,BANJARANGKAN,252
4038,ABANG,253
4039,KINTAMANI,254
4040,KEDIRI,255
4041,GIANYAR,256
4042,MENGWI,257
4043,ABIANSEMAL,257
4044,SUSUT,254
4045,JEMBRANA,258
4046,KLUNGKUNG,252
4047,BULELENG,259
4048,SUKASADA,259
4049,SELAT,253
4050,SELEMADEG  /  SALEMADEG BARAT,255
4051,BATURITI,255
4052,SELEMADEG,255
4053,MANGGIS,253
4054,PEKUTATAN,258
4055,PENEBEL,255
4056,NEGARA,258
4057,KUBU,253
4058,TEMBUKU,254
4059,SERIRIT,259
4060,BANJAR,259
4061,SELEMADEG  /  SALAMADEG TIMUR,255
4062,PUPUAN,255
4063,GEROKGAK,259
4064,MARGA,255
4065,KERAMBITAN,255
4066,SUKAWATI,256
4067,NUSAPENIDA,252
4068,BANGLI,254
4069,BEBANDEM,253
4070,SAWAN,259
4071,BELAH BATUH (BLAHBATUH),256
4072,PETANG,257
4073,KUBUTAMBAHAN,259
4074,BUSUNGBIU,259
4075,KUTA SELATAN,257
4076,RENDANG,253
4077,DAWAN,252
4078,MELAYA,258
4079,TEJAKULA,259
4080,TABANAN,255
4081,PAYANGAN,256
4082,KARANG ASEM,253
4083,KUTA UTARA,257
4084,DENPASAR UTARA,260
4085,DENPASAR TIMUR,260
4086,DENPASAR BARAT,260
4087,MENDOYO,258
4088,UBUD,256
4089,TEGALLALANG,256
4090,KUTA,257
4091,SIDEMEN,253
4092,TAMPAK SIRING,256
4093,DENPASAR SELATAN,260
4094,SANDUBAYA (SANDUJAYA),261
4095,HU\U,262
4096,SEKONGKANG,263
4097,LANTUNG,264
4098,BATUKLIANG UTARA,265
4099,BATUKLIANG,265
4100,PRINGGASELA,266
4101,PRAYA,265
4102,AIKMEL,266
4103,SATELUK (SETELUK),263
4104,BAYAN,267
4105,AMPENAN,261
4106,PRINGGABAYA,266
4107,SURALAGA,266
4108,TALIWANG,263
4109,GERUNG,268
4110,DOMPU,262
4111,NARMADA,268
4112,SAMBALIA (SAMBELIA),266
4113,LABUAPI,268
4114,PRINGGARATA,265
4115,LABUHAN BADAS,264
4116,SOROMANDI,269
4117,SAPE,269
4118,JANAPRIA,265
4119,WERA,269
4120,UTAN,264
4121,TARANO,264
4122,WANASABA,266
4123,MENGGELEWA (MANGGELEWA),262
4124,BRANG REA,263
4125,LABUHAN HAJI,266
4126,PRAYA BARAT,265
4127,KEDIRI,268
4128,BATULANTEH,264
4129,WOJA,262
4130,MONTA,269
4131,JONGGAT,265
4132,MOYO UTARA,264
4133,ALAS,264
4134,MOYO HILIR,264
4135,PRAYA BARAT DAYA,265
4136,LINGSAR,268
4137,BATU LAYAR,268
4138,SEKOTONG,268
4139,KERUAK,266
4140,MOYO HULU,264
4141,JEROWARU,266
4142,PRAYA TENGAH,265
4143,KOPANG,265
4144,PRAYA TIMUR,265
4145,JEREWEH,263
4146,PALIBELO,269
4147,MALUK,263
4148,GANGGA,267
4149,PEKAT,262
4150,LOPOK,264
4151,SEMBALUN,266
4152,UNTER IWES (UNTERWIRIS),264
4153,EMPANG,264
4154,MADAPANGGA,269
4155,BOLO,269
