id,nama_kecamatan,kota_id
5392,WALEA BESAR,366
5393,TAOPA,361
5394,BUALEMO (BOALEMO),367
5395,PARIGI TENGAH,361
5396,TOLITOLI UTARA,360
5397,PETASIA TIMUR,365
5398,MANTOH,367
5399,LEMBO RAYA,365
5400,PALU SELATAN,369
5401,TINANGKUNG SELATAN,359
5402,PALELEH BARAT,362
5403,BOKAT,362
5404,BOKAN KEPULAUAN,359
5405,BANGGAI UTARA,359
5406,BANGKURUNG,359
5407,ULU BONGKA,366
5408,BATUI SELATAN,367
5409,RIO PAKAVA (RIOPAKAWA),363
5410,BANAWA,363
5411,POSO KOTA UTARA,364
5412,BALANTAK SELATAN,367
5413,SIGI BIROMARU,368
5414,ONGKA MALINO,361
5415,BUNOBOGU,362
5416,PARIGI SELATAN,361
5417,TATANGA,369
5418,LUWUK SELATAN,367
5419,DAMSOL (DAMPELAS SOJOL),363
5420,BIAU,362
5421,MEPANGA,361
5422,POSO KOTA SELATAN,364
5423,TOILI BARAT,367
5424,GADUNG,362
5425,BUNGKU PESISIR,365
5426,NOKILALAKI,368
5427,ULUJADI,369
5428,WITA PONDA,365
5429,LAKEA (LIPUNOTO),362
5430,MENUI KEPULAUAN,365
5431,PAMONA PUSELEMBA,364
5432,MASAMA,367
5433,BANGGAI,359
5434,PAMONA TIMUR,364
5435,WALEA KEPULAUAN,366
5436,MARAWOLA BARAT,368
5437,KASIMBAR,361
5438,DAKO PAMEAN,360
5439,MORI ATAS,365
5440,MORI UTARA,365
5441,BASIDONDO,360
5442,POSO KOTA,364
5443,KULAWI SELATAN,368
5444,MAMOSALATO,365
5445,MOMUNU,362
5446,LAMPASIO,360
5447,DOLO,368
5448,LORE BARAT,364
5449,GUMBASA,368
5450,TOTIKUM SELATAN,359
5451,BALAESANG TANJUNG,363
5452,BALAESANG,363
5453,MANTIKULORE,369
5454,PALU UTARA,369
5455,TINOMBO SELATAN,361
5456,BANAWA TENGAH,363
5457,NAMBO,367
5458,PAMONA UTARA,364
5459,LABUAN,363
5460,TANAMBULAVA,368
5461,LORE TIMUR,364
5462,SAUSU,361
5463,PETASIA BARAT,365
5464,SINIU,361
5465,PAMONA BARAT,364
5466,TORIBULU,361
5467,MARUSU,370
5468,PITUMPANUA,371
5469,AWANGPONE,372
5470,LILI RILAU,373
5471,MANIANG PAJO,371
5472,PAMMANA,371
5473,GILIRENG,371
5474,KULO,374
5475,CINA,372
5476,KAJUARA,372
5477,TURIKALE,370
5478,GALESONG UTARA,375
5479,SOPPENG RIAJA,376
5480,CENRANA,372
5481,AMALI,372
5482,SIBULUE,372
5483,TELLU SIATTINGE,372
5484,PITU RIAWA,374
5485,TAKKALALLA,371
5486,WATTANG SIDENRENG (WATANG SIDENRENG),374
5487,SAJOANGING,371
5488,TOMONI TIMUR,377
5489,BANTIMURUNG,370
5490,SINJAI SELATAN,378
5491,MARANG (MA RANG),379
5492,SINJAI UTARA,378
5493,MATTIRO BULU,380
5494,TANRALILI,370
5495,MARITENGNGAE,374
5496,AJANGALE,372
5497,LAU,370
5498,PANCA LAUTAN (LAUTANG),374
5499,TAROWANG,381
5500,WARA,382
