id,nama_kecamatan,kota_id
2501,SUKASARI,161
2502,PUSAKANAGARA,169
2503,KERSAMANAH,173
2504,PASIRKUDA,175
2505,SINDANGBARANG,175
2506,SUMEDANG UTARA,163
2507,LIMO,158
2508,PANGURAGAN,160
2509,KALAPA NUNGGAL,162
2510,GUNUNG PUYUH,162
2511,SUKARATU,167
2512,KALIWEDI,160
2513,BEKASI UTARA,172
2514,MEDAN SATRIA,172
2515,BANTARKALONG,167
2516,PABUARAN,160
2517,INDIHIANG,167
2518,PEKALIPAN,160
2519,SALAWU,167
2520,BEKASI SELATAN,172
2521,TAMBUN UTARA,172
2522,KERTASEMAYA,164
2523,SUKARAJA,167
2524,MANGUNJAYA,174
2525,JATIASIH,172
2526,PONDOK MELATI,172
2527,CIPUNAGARA,169
2528,PONDOK GEDE,172
2529,MANDALAJATI,161
2530,JATI SAMPURNA,172
2531,TAMBUN SELATAN,172
2532,CABANGBUNGIN,172
2533,KROYA,164
2534,SARIWANGI,167
2535,MUARA GEMBONG,172
2536,TAMBAKSARI,168
2537,KEDAWUNG,160
2538,KARANGSEMBUNG,160
2539,KARANGBAHAGIA,172
2540,TELUKJAMBE BARAT,159
2541,PURWAHARJA,176
2542,SURANENGGALA,160
2543,WERU,160
2544,SEDONG,160
2545,SUKABUMI,162
2546,LELES,175
2547,KEJAKSAN,160
2548,LEMAHWUNGKUK,160
2549,KUTAWALUYA,159
2550,CIAMPEL,159
2551,MANGUNREJA,167
2552,MARGAHAYU,161
2553,SUKAWENING,173
2554,TALEGONG,173
2555,TAMANSARI,167
2556,SUKARAME,167
2557,TARUMAJAYA,172
2558,SURIAN,163
2559,PEUNDEUY,173
2560,TAMANSARI,171
2561,TELUKJAMBE TIMUR,159
2562,PURBARATU,167
2563,PAKISJAYA,159
2564,TAMBELANG,172
2565,SUKAWANGI,172
2566,SUKAKARYA,172
2567,KERTANEGARA,179
2568,KEBUMEN,180
2569,ADIMULYO,180
2570,MUNTILAN,181
2571,WANAREJA,182
2572,REBAN,183
2573,SUBAH,183
2574,ADIPALA,182
2575,RAKIT,184
2576,KALIANGKRIK,181
2577,TUNJUNGAN,185
2578,BUMIAYU,186
2579,KEBASEN,187
2580,JATILAWANG,187
2581,PEJAGOAN,180
2582,BUAYAN,180
2583,SELOMERTO,188
2584,ADIWERNA,189
2585,GRABAG,190
2586,JUWANA,191
2587,AJIBARANG,187
2588,BINANGUN,182
2589,DUKUHSETI,191
2590,KEMRANJEN,187
2591,WERU,192
2592,KEBAKKRAMAT,193
2593,KARANGKOBAR,184
2594,AMBAL,180
2595,BULUSPESANTREN,180
2596,MUNGKID,181
2597,KEDUNGWUNI,194
2598,COMAL,195
2599,ULUJAMI,195
2600,LIMPUNG,183
2601,AMPELGADING,195
2602,BANJARNEGARA,184
2603,PETANAHAN,180
2604,ANDONG,196
2605,BUTUH,190
2606,BLORA KOTA,185
2607,MOJOTENGAH,188
2608,GODONG,197
