id,nama_kecamatan,kota_id
605,LOLOMATUA,24
606,TUGALA OYO,48
607,SORKAM,39
608,BABALAN,30
609,SEI SUKA,42
610,BESITANG,30
611,ULU MORO\O (ULU NARWO),51
612,DOLAT RAYAT,50
613,HAMPARAN PERAK,46
614,LAE PARIRA,26
615,LAUBALENG,50
616,TINADA,53
617,DATUK BANDAR TIMUR,56
618,SITIO-TIO,43
619,KISARAN BARAT KOTA,33
620,PULO BANDRING,33
621,SEI RAMPAH,31
622,BINJAI UTARA,55
623,SITELLU TALI URANG JULU,53
624,MEDAN HELVETIA,52
625,SECANGGANG,30
626,MERDEKA,50
627,SILAEN,38
628,PEMATANG JAYA,30
629,BINJAI TIMUR,55
630,DELI TUA,46
631,HILIDUHO,49
632,MANDREHE,51
633,SIANTAR,29
634,ULUAN,38
635,HARIAN,43
636,SUMBUL,26
637,BRASTAGI (BERASTAGI),50
638,MEDAN TIMUR,52
639,SIATAS BARITA,28
640,GUNUNGSITOLI ALO\OA,47
641,MANDREHE BARAT,51
642,ONOHAZUMBA,24
643,GUNUNGSITOLI SELATAN,47
644,ULUGAWO,49
645,SOMAMBAWA,24
646,GUNUNGSITOLI BARAT,47
647,DATUK BANDAR,56
648,KISARAN TIMUR KOTA,33
649,MEDAN JOHOR,52
650,GIRSANG SIPANGAN BOLON,29
651,MEDAN BARAT,52
652,SIMUK,24
653,PALIPI,43
654,PADANG SIDEMPUAN TENGGARA,37
655,MAZO,24
656,TAMPAHAN,38
657,KABANJAHE,50
658,MORO\O,51
659,PINANGSORI,39
660,TIGANDERKET,50
661,SINEMBAH TANJUNG MUDA HILIR,46
662,TANAH PINEM,26
663,KOTA PINANG,36
664,PUNCAK SORIK MARAPI / MERAPI,25
665,HARANGGAOL HORISON,29
666,ONAN RUNGGU,43
667,BONATUA LUNASI,38
668,LABUHAN DELI,46
669,SUNGGAL,46
670,SOMOLO-MOLO (SAMOLO),49
671,SIDUA\ORI,24
672,SAWO,48
673,PURBA,29
674,AJIBATA,38
675,KOLANG,39
676,PAHAE JULU,28
677,PAKANTAN,25
678,BARUS UTARA,39
679,PADANG SIDEMPUAN HUTAIMBARU,37
680,SIPOHOLON,28
681,NAINGGOLAN,43
682,TANJUNG BALAI SELATAN,56
683,SIEMPAT NEMPU HILIR,26
684,SUKA BANGUN,39
685,BILAH HILIR,45
686,KUALUH HILIR,27
687,PANGKATAN,45
688,KUTAMBARU,30
689,RAMBUTAN,54
690,BRANDAN BARAT,30
691,MEDAN TUNTUNGAN,52
692,SEI TUALANG RASO,56
693,MEDAN DELI,52
694,SIBOLGA KOTA,41
695,MEDAN AREA,52
696,MEDAN KOTA,52
697,KUTALIMBARU,46
698,TANJUNG BALAI UTARA,56
699,SIEMPAT RUBE,53
700,KERAJAAN,53
701,BINJAI,30
702,MEDAN MARELAN,52
703,PAGINDAR,53
704,PATUMBAK,46
705,LAHEWA TIMUR,48
706,RONGGUR NIHUTA,43
707,PARANGINAN,40
708,BAKTI RAJA,40
709,PEMATANG SILIMA HUTA,29
710,SIANTAR MARIMBUN,44
711,TARA BINTANG,40
712,SIANTAR MARTOBA,44
713,PAHAE JAE,28
714,SIANTAR NARUMONDA,38
715,TINGGI RAJA,33
716,MEDAN PERJUANGAN,52
717,RAWANG PANCA ARGA,33
718,SIBOLGA SAMBAS,41
719,SITINJO,26
720,SILAHI SABUNGAN,26
721,SARUDIK,39
722,MEDAN PETISAH,52
723,SEI KEPAYANG TIMUR,33
724,PANAI HILIR,45
725,SEI KEPAYANG BARAT,33
726,KOTO BESAR,57
727,SANGIR BATANG HARI,58
728,KAMANG BARU,59
729,SEI BEREMAS,60
730,GUNUNG TALANG,61
731,LEMBAH GUMANTI,61
732,PASAMAN,60
733,PAYUNG SEKAKI,61
734,LUBUK SIKAPING,62
735,PARIAMAN TIMUR,63
736,SEPULUH KOTO (X KOTO),64
737,SIJUNJUNG,59
738,LUBUK ALUNG,65
739,LINGGO SARI BAGANTI,66
740,SILAUT,66
741,PADANG SELATAN,67
742,LEMBAH SEGAR,68
743,KOTO TANGAH,67
744,PADANG UTARA,67
745,SIMPANG ALAHAN MATI,62
746,ASAM JUJUHAN,57
747,PARIAMAN TENGAH,63
748,PAUH DUO,58
749,KOTO BARU,57
750,KOTO SALAK,57
751,LAREH SAGO HALABAN,69
752,PARIAMAN UTARA,63
753,IV ANGKAT CANDUNG (AMPEK ANGKEK),70
754,KOTO XI TARUSAN,66
755,IV JURAI,66
756,BASA AMPEK BALAI TAPAN,66
757,KURANJI,67
758,PAYAKUMBUH SELATAN,71
759,PALEMBAYAN,70
760,SUTERA,66
761,PADANG TIMUR,67
762,SUNGAYANG,64
763,BATIPUH,64
764,LUAK (LUHAK),69
765,SULIKI,69
766,2 X 11 KAYU TANAM,65
767,BAYANG,66
768,X KOTO SINGKARAK,61
769,LUBUK SIKARAH,61
770,PADANG GANTING,64
771,AUR BIRUGO TIGO BALEH,72
772,GUGUK PANJANG (GUGUAK PANJANG),72
773,VII KOTO SUNGAI SARIK,65
774,IV KOTO AUR MALINTANG,65
775,PAYAKUMBUH UTARA,71
776,PAYAKUMBUH TIMUR,71
777,BARANGIN,68
778,PARIAMAN SELATAN,63
779,PAYAKUMBUH BARAT,71
780,LINTAU BUO UTARA,64
781,PADANG PANJANG BARAT,73
782,RAMBATAN,64
783,IV KOTO (AMPEK KOTO),70
784,SEMBILAN KOTO (IX KOTO),57
785,LUBUK KILANGAN,67
786,BUKIK BARISAN,69
787,LUBUK BEGALUNG,67
788,LIMA KAUM,64
789,TANJUNG BARU,64
790,SUNGAI PUA (PUAR),70
791,RANAH BATAHAN,60
792,LEMBANG JAYA,61
793,HARAU,69
794,TIGO LURAH,61
795,PARIANGAN,64
796,SUNGAI GERINGGING / GARINGGING,65
797,AKABILURU,69
798,PADANG SAGO,65
799,AMPEK NAGARI (IV NAGARI ),70
800,KUPITAN,59
801,PADANG LAWEH,57
802,BATIPUH SELATAN,64
803,TALAWI,68
804,TANJUNG RAYA,70
805,PADANG BARAT,67
806,SIPORA SELATAN,74
807,SIPORA UTARA,74
808,PAGAI UTARA,74
809,SANGIR JUJUAN,58
810,RANAH AMPEK HULU TAPAN,66
811,TIGO NAGARI (III NAGARI),62
812,PAUH,67
813,SIBERUT UTARA,74
814,SUNGAI PAGU,58
815,BATANG ANAI,65
816,CANDUNG,70
817,IX KOTO SEI LASI,61
818,KOTO VII,59
819,X KOTO DIATAS,61
820,BUKIT SUNDI,61
821,PAGAI SELATAN,74
822,LUBUAK TAROK,59
823,BASO,70
824,BUNGUS TELUK KABUNG,67
825,LINTAU BUO,64
826,MANDIANGIN KOTO SELAYAN,72
827,V KOTO KAMPUNG DALAM,65
828,SIBERUT TENGAH,74
829,BANUHAMPU,70
830,DUO KOTO (II KOTO),62
831,AIRPURA,66
832,KAPUR IX / SEMBILAN,69
833,PADANG PANJANG TIMUR,73
834,PULAU PUNJUNG,57
835,ENAM LINGKUNG,65
836,TILATANG KAMANG,70
837,BONJOL,62
838,KUBUNG,61
839,BATANG GASAN,65
840,LUBUK BASUNG,70
841,SUNGAI LIMAU,65
842,GUGUAK (GUGU),69
843,PANGKALAN KOTO BARU,69
844,SITIUNG,57
845,V KOTO TIMUR,65
846,NANGGALO,67
847,SUNGAI TARAB,64
848,PANCUNG SOAL,66
849,BATANG KAPAS,66
850,MUNGKA,69
851,TALAMAU,60
852,KAMANG MAGEK,70
853,LENGAYANG,66
854,DANAU KEMBAR,61
855,TANJUNG HARAPAN,61
856,NAN SABARIS,65
857,LUHAK NAN DUO,60
858,KINALI,60
859,SIBERUT BARAT DAYA,74
860,TIUMANG,57
861,PAYAKUMBUH,69
862,IV NAGARI,59
863,RAO UTARA,62
864,LAMPOSI TIGO NAGARI,71
865,IV NAGARI BAYANG UTARA,66
866,PALUPUH,70
867,TANJUNG EMAS,64
868,GUNUANG OMEH (GUNUNG MAS),69
869,RANAH PESISIR,66
870,SUMPUR KUDUS,59
871,SUNGAI RUMBAI,57
872,TANJUNG GADANG,59
873,RAO SELATAN,62
874,SALIMPAUNG,64
875,MATUR,70
876,PANTAI CERMIN,61
877,SANGIR,58
878,2 X 11 ENAM LINGKUNG,65
879,MAPAT TUNGGUL,62
880,LUNANG,66
881,SIBERUT SELATAN,74
882,MALAKAK,70
883,SIKAKAP,74
884,SILUNGKANG,68
885,GUNUNG TULEH,60
886,JUNJUNG SIRIH,61
887,MAPAT TUNGGUL SELATAN,62
888,PADANG GELUGUR,62
889,RAO,62
890,KOTO PARIK GADANG DIATEH,58
891,PANTI,62
892,TIMPEH,57
893,KOTO BALINGKA,60
894,HILIRAN GUMANTI,61
895,SASAK RANAH PASISIR / PESISIE,60
896,SIBERUT BARAT,74
897,SINTUK / SINTUAK TOBOH GADANG,65
898,SITUJUAH LIMO / LIMA NAGARI,69
899,SUNGAI AUR,60
900,PATAMUAN,65
901,SANGIR BALAI JANGGO,58
902,ULAKAN TAPAKIH / TAPAKIS,65
903,TANJUNG MUTIARA,70
904,LEMBAH MELINTANG,60
905,KEMUNING,75
906,KUANTAN MUDIK,76
907,UKUI,77
908,PAYUNG SEKAKI,78
909,PUJUD,79
910,MANDAU,80
911,RENGAT BARAT,81
912,SINGINGI,76
913,PASIR PENYU,81
914,PENDALIAN IV KOTO,82
915,BENGKALIS,80
916,LUBUK BATU JAYA,81
917,KATEMAN,75
918,TAPUNG,83
919,BANDAR PETALANGAN,77
920,KAMPAR,83
921,TEBING TINGGI,84
922,ROKAN IV KOTO,82
923,TEBING TINGGI BARAT,84
924,RUMBIO JAYA,83
925,KABUN,82
926,BATANG CENAKU,81
927,RANGSANG BARAT,84
928,BUKIT BATU,80
929,KAMPAR KIRI HULU,83
930,TAMBANG,83
931,RAMBAH,82
932,BAGAN SINEMBAH,79
933,BANGKO,79
934,BUKIT KAPUR,85
935,RANTAU KOPAR,79
936,ENOK,75
937,PELANGIRAN,75
938,DUMAI BARAT,85
939,BUNUT,77
940,MERBAU,84
941,SIMPANG KANAN,79
942,KUNTO DARUSSALAM,82
943,MANDAH,75
944,PINGGIR,80
945,XIII KOTO KAMPAR,83
946,KUANTAN TENGAH,76
947,SIAK KECIL,80
948,SEBERIDA,81
949,SABAK AUH,86
950,TASIK PUTRI PUYU,84
951,KOTO KAMPAR HULU,83
952,BANGKINANG,83
953,BANGKO PUSAKA (PUSAKO),79
954,SUNGAI SEMBILAN,85
955,PULAU BURUNG,75
956,TAMBUSAI UTARA,82
957,BANGUN PURBA,82
958,KAMPAR KIRI HILIR,83
959,LIRIK,81
960,BENAI,76
961,INUMAN,76
962,KERUMUTAN,77
963,DAYUN,86
964,TANAH PUTIH,79
965,BANTAN,80
966,BATU HAMPAR,79
967,KUANTAN HILIR,76
968,PULAUMERBAU,84
969,PANGKALAN KURAS,77
970,TAMBUSAI,82
971,PELALAWAN,77
972,TEBING TINGGI TIMUR,84
973,TANAH PUTIH TANJUNG MELAWAN,79
974,RUPAT,80
975,PERANAP,81
976,RAKIT KULIM,81
977,KUOK (BANGKINANG BARAT),83
978,KEMPAS,75
979,KANDIS,86
980,GAUNG,75
981,BATANG GANSAL,81
982,PUSAKO,86
983,SUNGAI MANDAU,86
984,SUNGAI BATANG,75
985,MEMPURA,86
986,SENTAJO RAYA,76
987,SINGINGI HILIR,76
988,TAPUNG HILIR,83
989,TELUK BELENGKONG,75
990,RANGSANG PESISIR,84
991,KAMPAR KIRI TENGAH,83
992,DUMAI KOTA,85
993,BANGKINANG SEBERANG,83
994,BONAI DARUSSALAM,82
995,KELAYANG,81
996,TANDUN,82
997,KERINCI KANAN,86
998,SIAK,86
999,KOTO GASIB,86
1000,BUNGA RAYA,86
