id,nama_kecamatan,kota_id
501,PEMATANG BANDAR,29
502,BANDAR MASILAM,29
503,MUNTE,50
504,MUARA SIPONGI,25
505,BANDAR PASIR MANDOGE,33
506,MARDINDING,50
507,BAJENIS,54
508,MEDAN TEMBUNG,52
509,BINJAI BARAT,55
510,GUNUNG MALELA,29
511,BANDAR KHALIFAH,31
512,BILAH HULU,45
513,PADANG HULU,54
514,SIANTAR UTARA,44
515,BUKIT MALINTANG,25
516,SEI KEPAYANG,33
517,SILIMAKUTA,29
518,DOLOK PARDAMEAN,29
519,SETIA JANJI,33
520,SILAU LAUT,33
521,TALAWI,42
522,RANTO BAEK / BAIK,25
523,HUTA BARGOT,25
524,PARBULUAN,26
525,PULAU RAKYAT,33
526,BATAHAN,25
527,PARMAKSIAN,38
528,PADANG TUALANG,30
529,BERAMPU (BRAMPU),26
530,SIANTAR BARAT,44
531,SIGUMPAR,38
532,PAGARAN,28
533,NAGA JUANG,25
534,ALASA TALUMUZOI,48
535,NAMOHALU ESIWA,48
536,BARUMUN SELATAN,35
537,PANOMBEIAN PANEI,29
538,SOSOR GADONG,39
539,PANYABUNGAN BARAT,25
540,PARLILITAN,40
541,SIANTAR MARIHAT,44
542,PANCUR BATU,46
543,HINAI,30
544,BARUS JAHE,50
545,HIBALA,24
546,SOGAE ADU (SOGAEADU),49
547,KOTANOPAN,25
548,PADANG SIDEMPUAN UTARA (PADANGSIDIMPUAN),37
549,SIDIKALANG,26
550,SEI / SUNGAI KANAN,36
551,BATANG ONANG,34
552,BATANG SERANGAN,30
553,ANGKOLA TIMUR (PADANG SIDEMPUAN),32
554,SITOLU ORI,48
555,RAHUNING,33
556,NAMO RAMBE,46
557,GUNUNG SITEMBER,26
558,BAHOROK,30
559,PADANG SIDEMPUAN ANGKOLA JULU,37
560,JUHAR,50
561,NASSAU,38
562,SILINDA,31
563,MUARA BATANG GADIS,25
564,PANGARIBUAN,28
565,SIJAMA POLANG,40
566,TAPIAN DOLOK,29
567,PAYUNG,50
568,TIGA BINANGA,50
569,HURUNA,24
570,DOLOK SILAU,29
571,HILIMEGAI,24
572,TELUK DALAM,24
573,GUNUNGSITOLI,47
574,FANAYAMA,24
575,TOMA,24
576,MANIAMOLO,24
577,MAZINO,24
578,PULAU-PULAU BATU BARAT,24
579,LAHOMI (GAHORI),51
580,SIMPANG EMPAT,50
581,NAMA TERAN,50
582,SELESAI,30
583,SEI BINGE (BINGAI),30
584,PEGAJAHAN,31
585,SEI BALAI,42
586,PANYABUNGAN UTARA,25
587,BINJAI KOTA,55
588,TIGA LINGGA,26
589,MEDAN LABUHAN,52
590,WAMPU,30
591,TELUK NIBUNG,56
592,BINJAI SELATAN,55
593,HURISTAK,35
594,MEDAN DENAI,52
595,MANDUAMAS,39
596,SUSUA,24
597,GUNUNG MERIAH,46
598,SALAK,53
599,TELUK MENGKUDU,31
600,LINTONG NIHUTA,40
601,SITAHUIS,39
602,PURBATUA,28
603,ANDAM DEWI,39
604,HATONDUHAN,29
