id,nama_kecamatan,kota_id
3001,TEMBALANG,198
3002,GANDRUNGMANGU,182
3003,SLOGOHIMO,206
3004,WONOGIRI,206
3005,SUMOWONO,198
3006,LAWEYAN,208
3007,ROWOKELE,180
3008,GONDANG,204
3009,WELERI,207
3010,KELING,205
3011,JAKENAN,191
3012,TAMBAK,187
3013,MOJOGEDANG,193
3014,KEJAJAR,188
3015,TASIKMADU,193
3016,TLOGOWUNGU,191
3017,MARGADANA,189
3018,MAGELANG TENGAH,181
3019,NGAWEN,201
3020,CANDISARI,198
3021,KARANGANYAR,180
3022,KUTASARI,179
3023,PRINGAPUS,198
3024,TUNTANG,198
3025,SECANG,181
3026,PURWODADI,197
3027,PLUPUH,204
3028,SADANG,180
3029,TEGOWANU,197
3030,RINGINARUM,207
3031,CIPARI,182
3032,ARGOMULYO,209
3033,KARANGRAYUNG,197
3034,WONOBOYO,203
3035,SONGGOM,186
3036,DAWE,202
3037,CEPER,201
3038,GUNUNGPATI,198
3039,SUMBERLAWANG,204
3040,BATANG,183
3041,GEMUH,207
3042,JUWANGI,196
3043,KERSANA,186
3044,WARUNGPRING,195
3045,GUMELAR,187
3046,CILACAP SELATAN,182
3047,PAGUYANGAN,186
3048,MUSUK,196
3049,SRUWENG,180
3050,TIRTO,194
3051,PETUNGKRIONO / PETUNGKRIYONO,194
3052,PATEAN,207
3053,TAWANGSARI,192
3054,MARGASARI,189
3055,PURWONEGORO,184
3056,KARANGJAMBU,179
3057,KLATEN SELATAN,201
3058,SERENGAN,208
3059,WIROSARI,197
3060,MATESIH,193
3061,MASARAN,204
3062,PEGANDON,207
3063,TEGAL BARAT,189
3064,TAHUNAN,205
3065,KALIBAWANG,188
3066,TANGEN,204
3067,KEDUNGJATI,197
3068,KALIWUNGU SELATAN,207
3069,NGEMPLAK,196
3070,CILACAP TENGAH,182
3071,KALIGESING,190
3072,SLAWI,189
3073,SIDOMUKTI,209
3074,KEDUNG BANTENG,189
3075,WANASARI,186
3076,PAGEDONGAN,184
3077,WONOPRINGGO,194
3078,TONJONG,186
3079,JEBRES,208
3080,KALORAN,203
3081,GARUNG,188
3082,SUKOHARJO,188
3083,GAYAMSARI,198
3084,KANGKUNG,207
3085,REMBANG,200
3086,NGADIROJO,206
3087,PEDURUNGAN,198
3088,MONDOKAN,204
3089,SELOGIRI,206
3090,KALIKOTES,201
3091,PECANGAAN,205
3092,PARANGGUPITO,206
3093,TINGKIR,209
3094,WURYANTORO,206
3095,PURWOJATI,187
3096,JATI,202
3097,KRADENAN,185
3098,GROBOGAN,197
3099,PUHPELEM,206
3100,MAOS,182
3101,TAWANGHARJO,197
3102,MEJOBO,202
3103,KARANGREJA,179
3104,LIMBANGAN,207
3105,JATISRONO,206
3106,KARTASURA,192
3107,PRINGSURAT,203
3108,GRINGSING,183
3109,CILACAP UTARA,182
3110,WANADADI (WONODADI),184
3111,SIDAREJA,182
3112,KARANGMALANG,204
3113,PULOKULON,197
3114,MLONGGO,205
3115,BRATI,197
3116,JATIPURO,193
3117,SIDOHARJO,206
3118,PAGERBARANG,189
3119,KARANGTENGAH,206
3120,KLAMBU,197
3121,TUGU,198
3122,SELO,196
3123,KALIWUNGU,198
3124,KARANGDADAP,194
3125,MAGELANG SELATAN,181
3126,KALIBAGOR,187
3127,PURWOREJO KLAMPOK,184
3128,LARANGAN,186
3129,SOMAGEDE,187
3130,SRAGEN,204
3131,PATIKRAJA,187
3132,MIRIT,180
3133,BATURADEN,187
3134,TANJUNG,186
3135,KALIWUNGU,207
3136,KARIMUNJAWA,205
3137,MAGELANG UTARA,181
3138,TEGAL TIMUR,189
3139,KAMPUNG LAUT,182
3140,GAMPING,210
3141,CANGKRINGAN,210
3142,SEDAYU,211
3143,GONDOKUSUMAN,212
3144,WONOSARI,213
3145,GIRISUBO,213
3146,GALUR,214
3147,PLAYEN,213
3148,TURI,210
3149,SENTOLO,214
3150,SEWON,211
3151,KASIHAN,211
3152,BANGUNTAPAN,211
3153,KALIBAWANG,214
3154,TANJUNGSARI,213
3155,SAMIGALUH,214
3156,BANTUL,211
3157,TEMPEL,210
3158,NANGGULAN,214
3159,DANUREJAN,212
3160,PLERET,211
3161,PONJONG,213
3162,NGAWEN,213
3163,PATUK,213
3164,KARANGMOJO,213
3165,SEMIN,213
3166,WATES,214
3167,TEGALREJO,212
3168,NGEMPLAK,210
3169,RONGKOP,213
3170,PANJATAN,214
3171,PRAMBANAN,210
3172,MERGANGSAN,212
3173,JETIS,212
3174,LENDAH,214
3175,JETIS,211
3176,PAKEM,210
3177,SEMANU,213
3178,SLEMAN,210
3179,DEPOK,210
3180,PANDAK,211
3181,TEMON,214
3182,DLINGO,211
3183,NGAGLIK,210
3184,KRETEK,211
3185,SANDEN,211
3186,MANTRIJERON,212
3187,PURWOSARI,213
3188,PANGGANG,213
3189,PALIYAN,213
3190,TEPUS,213
3191,GIRIMULYO,214
3192,IMOGIRI,211
3193,UMBULHARJO,212
3194,PAKUALAMAN,212
3195,PAJANGAN,211
3196,GEDANG SARI,213
3197,KOKAP,214
3198,SAPTO SARI,213
3199,BERBAH,210
3200,KRATON,212
3201,PENGASIH,214
3202,NGLIPAR,213
3203,SEYEGAN,210
3204,BAMBANG LIPURO,211
3205,NGAMPILAN,212
3206,GONDOMANAN,212
3207,WIROBRAJAN,212
3208,PUNDONG,211
3209,SRANDAKAN,211
3210,KOTAGEDE,212
3211,GEDONG TENGEN,212
3212,KALASAN,210
3213,MINGGIR,210
3214,MLATI,210
3215,GODEAN,210
3216,PIYUNGAN,211
3217,MOYUDAN,210
3218,BUNGAH,215
3219,GURAH,216
3220,SAMPANG,217
3221,TANJUNGBUMI,218
3222,GILI GINTING (GILIGENTENG),219
3223,BLUTO,219
3224,BATUPUTIH,219
3225,PRAGAAN,219
3226,SARONGGI,219
3227,JANGKAR,220
3228,GUBENG,221
3229,AJUNG,222
3230,KALISAT,222
3231,PALENGA\AN,223
3232,JOGOROTO,224
3233,TRAGAH,218
3234,MLANDINGAN,220
3235,BESUK,225
3236,BURNEH,218
3237,PANARUKAN,220
3238,SINGOJURUH,226
3239,PAKUNIRAN,225
3240,PAITON,225
3241,SUMBERMALANG,220
3242,LEKOK,227
3243,WONGSOREJO,226
3244,SUGIHWARAS,228
3245,MODUNG,218
3246,RA\AS (RAAS),219
3247,BLEGA,218
3248,BANYU ANYAR,225
3249,KRAKSAAN,225
3250,PUJER,229
3251,PONCOL,230
3252,ROGOJAMPI,226
3253,BUBUTAN,221
3254,RANUYOSO,231
3255,DAMPIT,232
3256,KEJAYAN,227
3257,TLANAKAN,223
3258,PEGANTENAN,223
3259,DUDUK SAMPEYAN,215
3260,AMBULU,222
3261,SUMBERASIH,225
3262,WRINGIN,229
3263,AMBUNTEN,219
3264,KOKOP,218
3265,SEMAMPIR,221
3266,WULUHAN,222
